PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM
J,"Wiens, Stefan; Szychowska, Malina; Nilsson, Mats E.",,,,,,,,Visual Task Demands and the Auditory Mismatch Negativity: An Empirical Study and a Meta-Analysis,,,,,,,,PLOS ONE,,,,11,1,,,,,e0146567,10.1371/journal.pone.0146567,,,JAN 7 2016,2016,"Because the auditory system is particularly useful in monitoring the environment, previous research has examined whether task-irrelevant, auditory distracters are processed even if subjects focus their attention on visual stimuli. This research suggests that attentionally demanding visual tasks decrease the auditory mismatch negativity (MMN) to simultaneously presented auditory distractors. Because a recent behavioral study found that high visual perceptual load decreased detection sensitivity of simultaneous tones, we used a similar task (n = 28) to determine if high visual perceptual load would reduce the auditory MMN. Results suggested that perceptual load did not decrease the MMN. At face value, these nonsignificant findings may suggest that effects of perceptual load on the MMN are smaller than those of other demanding visual tasks. If so, effect sizes should differ systematically between the present and previous studies. We conducted a selective meta-analysis of published studies in which the MMN was derived from the EEG, the visual task demands were continuous and varied between high and low within the same task, and the task-irrelevant tones were presented in a typical oddball paradigm simultaneously with the visual stimuli. Because the meta-analysis suggested that the present (null) findings did not differ systematically from previous findings, the available evidence was combined. Results of this meta-analysis confirmed that demanding visual tasks reduce the MMN to auditory distracters. However, because the meta-analysis was based on small studies and because of the risk for publication biases, future studies should be preregistered with large samples (n > 150) to provide confirmatory evidence for the results of the present meta-analysis. These future studies should also use control conditions that reduce confounding effects of neural adaptation, and use load manipulations that are defined independently from their effects on the MMN.",,"[Wiens, Stefan; Szychowska, Malina; Nilsson, Mats E.] Stockholm Univ, Dept Psychol, Gosta Ekman Lab, S-10691 Stockholm, Sweden; [Szychowska, Malina] Adam Mickiewicz Univ, Inst Acoust, Dept Phys, PL-60769 Poznan, Poland; [Wiens, Stefan] Stockholm Univ, Dept Psychol, Gosta Ekman Lab, S-10691 Stockholm, Sweden",,,,,,,,11,,,,,,,Multidisciplinary Sciences,WOS:000367810600057,
J,"Capaldi, Colin A.; Zelenski, John M.",,,,,,,,"Seeing and Being Green? The Effect of Money Priming on Willingness to Perform Sustainable Actions, Social Connectedness, and Prosociality",,,,,,,,JOURNAL OF SOCIAL PSYCHOLOGY,,,,156,1,,,1,7,,10.1080/00224545.2015.1047438,,,JAN 2 2016,2016,"This investigation attempted to conceptually replicate/extend research that suggests that reminders of money can inhibit prosociality, promote self-sufficiency, and influence political beliefs. Based on these results, we hypothesized that money primes would decrease willingness to engage in sustainable actions. We also predicted that people would distribute points less prosocially and feel less socially connected when money was primed. Individuals were recruited from an undergraduate participant pool and MTurk. Meta-analytic results across the two samples revealed that money priming did not have a significant impact on willingness to act sustainably, but it did cause participants to distribute points less prosocially and report lower social connectedness than individuals in the control condition. While effects were smaller than those reported in Vohs, Mead, and Goode(2006), this study still offers support for the detrimental impact of reminders of money on interpersonal relations.",,"[Capaldi, Colin A.; Zelenski, John M.] Carleton Univ, Dept Psychol, Ottawa, ON K1S 5B6, Canada; [Capaldi, Colin A.] Carleton Univ, Dept Psychol, 1125 Colonel By Dr, Ottawa, ON K1S 5B6, Canada",,,,,,,,4,,,,,,,"Psychology, Social",WOS:000366446500001,
J,"Dreiskaemper, Dennis",,,,,,,,"The ""Trust Crisis"" of Empiric Social Science and Its Meaning for Sport and Exercise Psychology: A Comment from the Trust Research Perspective",,,,,,,,ZEITSCHRIFT FUR SPORTPSYCHOLOGIE,,,,23,3,,,92,98,,10.1026/1612-5010/a000168,,,2016,2016,"This comment aims to analyze the current discussion on the ""trust crisis in empirical social science"" from a trust research perspective. The trust model by Mayer, Davis, and Schoorman (1995) was adapted for the given problems of research. In this way one can deduce which trust constellations exist in science and whether this can be called a trust crisis in general. The concluded interpretations are translated into possible practical consequences for research.",,"[Dreiskaemper, Dennis] Westfal Wilhelms Univ Munster, Inst Sportwissensch, Arbeitsbereich Sportpsychol, Horstmarer Landweg 62b, D-48143 Munster, Germany; [Dreiskaemper, Dennis] Westfal Wilhelms Univ Munster, Inst Sportwissensch, Arbeitsbereich Sportpsychol, Horstmarer Landweg 62b, D-48143 Munster, Germany",,,,,,,,3,,,,,,,"Psychology, Applied",WOS:000392884700004,
J,"Geukes, Katharina; Schoenbrodt, Felix D.; Utesch, Till; Geukes, Sebastian; Back, Mitja D.",,,,,,,,Ways Out of the Crisis of Confidence: Individual Steps Toward a Reliable and Open Science,,,,,,,,ZEITSCHRIFT FUR SPORTPSYCHOLOGIE,,,,23,3,,,99,109,,10.1026/1612-5010/a000167,,,2016,2016,"Psychology faces a so-called crisis of confidence as does sport psychology (see title of this special issue). While the debate on its causes and consequences is lively, the deduction of individual opportunities to collectively increase trust is missing. We propose ways out of this crisis and above all describe individual steps toward a reliable and open science. Reliable science refers to the publication of robust effects, as well as to direct and conceptual replications, and open science refers to transparency regarding the design (preregistration), the conducting (open material), and the analysis (open data, reproducible code) of scientific studies. The commitment to reliable and open science wilt change our behavior in the diverse roles within the scientific system (e.g., as researchers, reviewers, supervisors, editors, or members of commissions). In this sense, we consider the current discussion as a chance to enhance the trustworthiness of our findings and to ultimately create justified confidence.",,"[Geukes, Katharina; Geukes, Sebastian; Back, Mitja D.] Univ Munster, Inst Psychol, Fliednerstr 21, D-48149 Munster, Germany; [Schoenbrodt, Felix D.] Ludwig Maximilians Univ Munchen, Inst Psychol, D-80802 Munich, Germany; [Utesch, Till] Univ Munster, Inst Sportwissensch, Horstmarer Landweg 62b, D-48149 Munster, Germany; [Geukes, Katharina] Univ Munster, Inst Psychol, Fliednerstr 21, D-48149 Munster, Germany",,,,,,,,7,,,,,,,"Psychology, Applied",WOS:000392884700005,
J,"Bahnik, Stepan; Strack, Fritz",,,,,,,,Overlap of accessible information undermines the anchoring effect,,,,,,,,JUDGMENT AND DECISION MAKING,,,,11,1,,,92,98,,,,,Jan-16,2016,"According to the Selective Accessibility Model of anchoring, the comparison question in the standard anchoring paradigm activates information that is congruent with an anchor. As a consequence, this information will be more likely to become the basis for the absolute judgment which will therefore be assimilated toward the anchor. However, if the activated information overlaps with information that is elicited by the absolute judgment itself, the preceding comparative judgment should not exert an incremental effect and should fail to result in an anchoring effect. The present studies find this result when the comparative judgment refers to a general category and the absolute judgment refers to a subset of the general category that was activated by the anchor value. For example, participants comparing the average annual temperature in New York City to a high 102 degrees F judged the average winter, but not summer temperature to be higher than participants making no comparison. On the other hand, participants comparing the annual temperature to a low -4 degrees F judged the average summer, but not winter temperature to be lower than control participants. This pattern of results was shown also in another content domain. It is consistent with the Selective Accessibility Model but difficult to reconcile with other main explanations of the anchoring effect.",,"[Bahnik, Stepan; Strack, Fritz] Univ Wurzburg, Dept Psychol, Rontgenring 10, D-97070 Wurzburg, Germany; [Bahnik, Stepan] Univ Wurzburg, Dept Psychol, Rontgenring 10, D-97070 Wurzburg, Germany",,,,,,,,13,,,,,,,"Psychology, Multidisciplinary",WOS:000369237900008,
J,"Chandler, Jesse; Shapiro, Danielle",,,,,,,,Conducting Clinical Research Using Crowdsourced Convenience Samples,,,,,,,,Annual Review of Clinical Psychology,,,,12,,,,53,81,,10.1146/annurev-clinpsy-021815-093623,,,2016,2016,"Crowdsourcing has had a dramatic impact on the speed and scale at which scientific research can be conducted. Clinical scientists have particularly benefited from readily available research study participants and streamlined recruiting and payment systems afforded by Amazon Mechanical Turk (MTurk), a popular labor market for crowdsourcing workers. MTurk has been used in this capacity for more than five years. The popularity and novelty of the platform have spurred numerous methodological investigations, making it the most studied nonprobability sample available to researchers. This article summarizes what is known about MTurk sample composition and data quality with an emphasis on findings relevant to clinical psychological research. It then addresses methodological issues with using MTurk-many of which are common to other nonprobability samples but unfamiliar to clinical science researchers-and suggests concrete steps to avoid these issues or minimize their impact.",,"[Chandler, Jesse] Univ Michigan, Math Policy Res, Ann Arbor, MI 48103 USA; [Chandler, Jesse] Univ Michigan, Inst Social Res, Ann Arbor, MI 48103 USA; [Shapiro, Danielle] Univ Michigan, Dept Phys Med & Rehabil, Ann Arbor, MI 48103 USA; [Chandler, Jesse] Univ Michigan, Math Policy Res, Ann Arbor, MI 48103 USA; [Chandler, Jesse] Univ Michigan, Inst Social Res, Ann Arbor, MI 48103 USA",,,,,,,,397,,,,,,,"Psychology, Clinical; Psychology",WOS:000373171600004,
J,"Roiser, J. P.; Linden, D. E.; Gorno-Tempinin, M. L.; Moran, R. J.; Dickerson, B. C.; Grafton, S. T.",,,,,,,,Minimum statistical standards for submissions to Neuroimage: Clinical,,,,,,,,NEUROIMAGE-CLINICAL,,,,12,,,,1045,1047,,10.1016/j.nicl.2016.08.002,,,2016,2016,,,"[Roiser, J. P.] UCL, Inst Cognit Neurosci, London, England; [Linden, D. E.] Cardiff Univ, Div Psychol Med & Clin Neurosci, Cardiff, S Glam, Wales; [Gorno-Tempinin, M. L.] UCSF Sch Med San Francisco, Dept Neurol, San Francisco, CA USA; [Moran, R. J.] Virginia Tech Caril Res Inst Roanoke, Roanoke, VA USA; [Dickerson, B. C.] Harvard Med Sch Boston, Dept Neurol, Boston, MA USA; [Grafton, S. T.] Univ Calif Santa Barbara, Dept Psychol & Brain Sci, Santa Barbara, CA 93106 USA; [Grafton, S. T.] Univ Calif Santa Barbara, Dept Psychol & Brain Sci, Santa Barbara, CA 93106 USA",,,,,,,,34,,,,,,,Neuroimaging,WOS:000390196400118,
J,"Engelbrecht, Jessica L.; Edlund, John E.",,,,,,,,Formatting and Presentation as Confounds in Online Studies,,,,,,,,QUANTITATIVE METHODS FOR PSYCHOLOGY,,,,12,3,,,243,252,,10.20982/tqmp.12.3.p243,,,2016,2016,"Participant biases are a well-documented part of psychological research, and accounting for common biases (e.g., participant acquiescence) is now commonplace. However, the role that online survey construction plays in handling or aggravating these biases has not been as deeply investigated. The current research asked participants to complete a simple trait attribution task in the form of an online survey in which the scale type, order of stimuli presentation, and presence of page breaks varied. As hypothesized, these varying presentation features impacted participant responses. Precautions for avoiding these errors are discussed, as well as the possible implications for replicability in social psychology.",,"[Engelbrecht, Jessica L.; Edlund, John E.] Rochester Inst Technol, Rochester, NY 14623 USA; [Engelbrecht, Jessica L.] Rochester Inst Technol, Rochester, NY 14623 USA",,,,,,,,2,,,,,,,"Social Sciences, Interdisciplinary",WOS:000429406600007,
J,"Vazire, Simine",,,,,,,,Untitled,,,,,,,,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,,,,7,1,,,3,7,,10.1177/1948550615603955,,,Jan-16,2016,,,,,,,,,,,50,,,,,,,"Psychology, Social",WOS:000367308600001,
J,"Kuehberger, Anton; Scherndl, Thomas; Ludwig, Bastian; Simon, Dominique M.",,,,,,,,Comparative Evaluation of Narrative Reviews and Meta-Analyses A Case Study,,,,,,,,ZEITSCHRIFT FUR PSYCHOLOGIE-JOURNAL OF PSYCHOLOGY,,,,224,3,,,145,156,,10.1027/2151-2604/a000250,,,2016,2016,"Summarizing and organizing research in narrative reviews is a classic procedure for cumulating research. In recent years narrative reviews have been increasingly, though not completely, replaced by meta-analyses. Using a case study of a prominent narrative review of the behavioral priming literature (Bargh, Schwader, Hailey, Dyer, & Boothby, 2012), we show that narrative reviews run the risk of drawing a picture that tends to be too good to be true, when the effect-sizes of the papers cited in the narrative review are compared to meta-analyses of the respective topic. We shortly discuss the reasons for this, emphasizing two sources of bias that may inflict narrative reviews to a larger degree than meta-analyses, namely bias in study selection, and bias in study aggregation.",,"[Kuehberger, Anton; Scherndl, Thomas; Ludwig, Bastian; Simon, Dominique M.] Salzburg Univ, Dept Psychol, Hellbrunnerstr 34, A-5020 Salzburg, Austria; [Kuehberger, Anton] Salzburg Univ, Ctr Cognit Neurosci, Salzburg, Austria; [Kuehberger, Anton] Salzburg Univ, Dept Psychol, Hellbrunnerstr 34, A-5020 Salzburg, Austria",,,,,,,,5,,,,,,,"Psychology, Multidisciplinary",WOS:000391262500002,
J,"Ridinger, Garret; McBride, Michael",,,,,,,,Money Affects Theory of Mind Differently by Gender,,,,,,,,PLOS ONE,,,,10,12,,,,,e0143973,10.1371/journal.pone.0143973,,,DEC 3 2015,2015,"Theory of Mind (ToM) - the ability to understand other's thoughts, intentions, and emotions - is important for navigating interpersonal relationships, avoiding conflict, and empathizing. Prior research has identified many factors that affect one's ToM ability, but little work has examined how different kinds of monetary incentives affect ToM ability. We ask: Does money affect ToM ability? If so, how does the effect depend on the structure of monetary incentives? How do the differences depend on gender? We hypothesize that money will affect ToM ability differently by gender: monetary rewards increase males' motivation to express ToM ability while simultaneously crowding out females' motivation. This prediction is confirmed in an experiment that varies the structure of monetary rewards for correct answers in the Reading the Mind in the Eyes Test (RMET). RMET scores decrease for females and increase for males with individual payments, and this effect is stronger with competitively-structured payments. RMET scores do not significantly change when monetary earnings go to a charity. Whether money improves or hinders ToM ability, and, hence, success in social interactions, thus depends on the interaction of gender and monetary incentive structure.",,"[Ridinger, Garret; McBride, Michael] Univ Calif Irvine, Dept Econ, Expt Social Sci Lab, Irvine, CA 92717 USA; [McBride, Michael] Univ Calif Irvine, Dept Econ, Expt Social Sci Lab, Irvine, CA 92717 USA",,,,,,,,6,,,,,,,Multidisciplinary Sciences,WOS:000366040000037,
J,"Lynch, John G., Jr.; Bradlow, Eric T.; Huber, Joel C.; Lehmann, Donald R.",,,,,,,,Reflections on the replication corner: In praise of conceptual replications,,,,,,,,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,,,,32,4,,,333,342,,10.1016/j.ijresmar.2015.09.006,,,Dec-15,2015,"We contrast the philosophy guiding the Replication Corner at IJRM with replication efforts in psychology. Psychology has promoted ""exact"" or ""direct"" replications, reflecting an interest in statistical conclusion validity of the original findings. Implicitly, this philosophy treats non-replication as evidence that the original finding is not ""real"" - a conclusion that we believe is unwarranted. In contrast, we have encouraged ""conceptual replications"" (replicating at the construct level but with different operationalization) and ""replications with extensions"", reflecting our interest in providing evidence on the external validity and generalizability of published findings. In particular, our belief is that this replication philosophy allows for both replication and the creation of new knowledge. We express our views about why we believe our approach is more constructive, and describe lessons learned in the three years we have been involved in editing the IJRM Replication Corner. Of our thirty published conceptual replications, most found results replicating the original findings, sometimes identifying moderators. (C) 2015 Elsevier B.V. All rights reserved.",,"[Lynch, John G., Jr.] Univ Colorado, Leeds Sch Business, Boulder, CO 80309 USA; [Bradlow, Eric T.] Univ Penn, Wharton Sch, Philadelphia, PA 19104 USA; [Huber, Joel C.] Duke Univ, Fuqua Sch Business, Durham, NC 27708 USA; [Lehmann, Donald R.] Columbia Univ, Columbia Business Sch, New York, NY 10027 USA; [Lynch, John G., Jr.] Univ Colorado, Leeds Sch Business, Free Enterprise, Boulder, CO 80309 USA",,,,,,,,39,,,,,,,Business,WOS:000367125700001,
J,"Shanks, David R.; Vadillo, Miguel A.; Riedel, Benjamin; Clymo, Ashley; Govind, Sinita; Hickin, Nisha; Tamman, Amanda J. F.; Puhlmann, Lara M. C.",,,,,,,,"Romance, Risk, and Replication: Can Consumer Choices and Risk-Taking Be Primed by Mating Motives?",,,,,,,,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,,,,144,6,,,E142,E158,,10.1037/xge0000116,,,Dec-15,2015,"Interventions aimed at influencing spending behavior and risk-taking have considerable practical importance. A number of studies motivated by the costly signaling theory within evolutionary psychology have reported that priming inductions (such as looking at pictures of attractive opposite sex members) designed to trigger mating motives increase males' stated willingness to purchase conspicuous consumption items and to engage in risk-taking behaviors, and reduce loss aversion. However, a meta-analysis of this literature reveals strong evidence of either publication bias or p-hacking (or both). We then report 8 studies with a total sample of over 1,600 participants which sought to reproduce these effects. None of the studies, including one that was fully preregistered, was successful. The results question the claim that romantic primes can influence risk-taking and other potentially harmful behaviors.",,"[Shanks, David R.; Riedel, Benjamin; Clymo, Ashley; Govind, Sinita; Hickin, Nisha; Tamman, Amanda J. F.; Puhlmann, Lara M. C.] UCL, Div Psychol & Language Sci, London WC1H 0AP, England; [Vadillo, Miguel A.] Kings Coll London, Dept Primary Care & Publ Hlth Sci, London WC2R 2LS, England; [Shanks, David R.] UCL, Div Psychol & Language Sci, 26 Bedford Way, London WC1H 0AP, England",,,,,,,,27,,,,,,,"Psychology, Experimental",WOS:000365615200005,
J,"Kraus, Michael W.",,,,,,,,Americans Still Overestimate Social Class Mobility: A Pre-Registered Self-Replication,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,6,,,,,,1709,10.3389/fpsyg.2015.01709,,,NOV 9 2015,2015,"Kraus and an (2015) hypothesized that Americans tend to overestimate social class mobility in society, and do so because they seek to protect the self. This paper reports a pre-registered exact replication of Study 3 from this original paper and finds, consistent with the original study, that Americans substantially overestimate social class mobility, that people provide greater overestimates when made while thinking of similar others, and that high perceived social class is related to greater overestimates. The current results provide additional evidence consistent with the idea that people overestimate class mobility to protect their beliefs in the promise of equality of opportunity. Discussion considers the utility of pre-registered self-replications as one tool for encouraging replication efforts and assessing the robustness of effect sizes.",,"Yale Univ, Yale Sch Management, New Haven, CT 06520 USA; [Kraus, Michael W.] Yale Univ, Yale Sch Management, New Haven, CT 06520 USA",,,,,,,,11,,,,,,,"Psychology, Multidisciplinary",WOS:000364825200001,
J,"Nakagawa, Shinichi; Parker, Timothy H.",,,,,,,,"Replicating research in ecology and evolution: feasibility, incentives, and the cost-benefit conundrum",,,,,,,,BMC BIOLOGY,,,,13,,,,,,88,10.1186/s12915-015-0196-3,,,OCT 28 2015,2015,"We believe that replicating studies in ecology and evolution is extremely valuable, but replication within species and systems is troublingly rare, and even `quasi-replications' in different systems are often insufficient. We make a case for supporting multiple types of replications and point out that the current incentive structure needs to change if ecologists and evolutionary biologist are to value scientific replication sufficiently.",,"[Nakagawa, Shinichi] Univ New S Wales, Sch Biol Earth & Environm Sci, Sydney, NSW 2052, Australia; [Parker, Timothy H.] Whitman Coll, Dept Biol, Walla Walla, WA 99362 USA; [Nakagawa, Shinichi] Univ New S Wales, Sch Biol Earth & Environm Sci, Sydney, NSW 2052, Australia",,,,,,,,50,,,,,,,Biology,WOS:000363630300001,
J,"Yilmaz, Onurcan; Bahcekapili, Hasan G.",,,,,,,,When Science Replaces Religion: Science as a Secular Authority Bolsters Moral Sensitivity,,,,,,,,PLOS ONE,,,,10,9,,,,,e0137499,10.1371/journal.pone.0137499,,,SEP 11 2015,2015,"Scientific and religious thinking compete with each other on several levels. For example, activating one generally weakens the other. Since priming religion is known to increase moral behaviour and moral sensitivity, priming science might be expected to have the opposite effect. However, it was recently demonstrated that, on the contrary, science priming increases moral sensitivity as well. The present set of studies sought to replicate this effect and test two explanations for it. Study 1 used a sentence unscrambling task for implicitly priming the concept of science but failed to replicate its effect on moral sensitivity, presumably due to a ceiling effect. Study 2 replicated the effect with a new measure of moral sensitivity. Study 3 tested whether science-related words create this effect by activating the idea of secular authority or by activating analytic thinking. It was demonstrated that words related to secular authority, but not words related to analytic thinking, produced a similar increase in moral sensitivity. Religiosity level of the participants did not influence this basic finding. The results are consistent with the hypothesis that science as a secular institution has overtaken some of the functions of religion in modern societies.",,"[Yilmaz, Onurcan; Bahcekapili, Hasan G.] Dogus Univ, Dept Psychol, TR-34722 Istanbul, Turkey; [Yilmaz, Onurcan] Dogus Univ, Dept Psychol, TR-34722 Istanbul, Turkey",,,,,,,,5,,,,,,,Multidisciplinary Sciences,WOS:000361043100046,
J,"Stewart, Neil; Ungemach, Christoph; Harris, Adam J. L.; Bartels, Daniel M.; Newell, Ben R.; Paolacci, Gabriele; Chandler, Jesse",,,,,,,,"The average laboratory samples a population of 7,300 Amazon Mechanical Turk workers",,,,,,,,JUDGMENT AND DECISION MAKING,,,,10,5,,,479,491,,,,,Sep-15,2015,"Using capture-recapture analysis we estimate the effective size of the active Amazon Mechanical Turk (MTurk) population that a typical laboratory can access to be about 7,300 workers. We also estimate that the time taken for half of the workers to leave the MTurk pool and be replaced is about 7 months. Each laboratory has its own population pool which overlaps, often extensively, with the hundreds of other laboratories using MTurk. Our estimate is based on a sample of 114,460 completed sessions from 33,408 unique participants and 689 sessions across seven laboratories in the US, Europe, and Australia from January 2012 to March 2015.",,"[Stewart, Neil] Univ Warwick, Dept Psychol, Coventry CV4 7AL, W Midlands, England; [Ungemach, Christoph] Columbia Univ, New York, NY 10027 USA; [Harris, Adam J. L.] UCL, London WC1E 6BT, England; [Bartels, Daniel M.] Univ Chicago, Chicago, IL 60637 USA; [Newell, Ben R.] Univ New S Wales, Sydney, NSW 2052, Australia; [Paolacci, Gabriele] Erasmus Univ, Rotterdam Sch Management, NL-3000 DR Rotterdam, Netherlands; [Chandler, Jesse] Univ Michigan, Ann Arbor, MI 48109 USA; [Chandler, Jesse] Mathemat Policy Res, Princeton, NJ USA; [Stewart, Neil] Univ Warwick, Dept Psychol, Coventry CV4 7AL, W Midlands, England",,,,,,,,128,,,,,,,"Psychology, Multidisciplinary",WOS:000362067700008,
J,"van Assen, Marcel A. L. M.; van Aert, Robbie C. M.; Wicherts, Jelte M.",,,,,,,,Meta-Analysis Using Effect Size Distributions of Only Statistically Significant Studies,,,,,,,,PSYCHOLOGICAL METHODS,,,,20,3,,,293,309,,10.1037/met0000025,,,Sep-15,2015,"Publication bias threatens the validity of meta-analytic results and leads to overestimation of the effect size in traditional meta-analysis. This particularly applies to meta-analyses that feature small studies, which are ubiquitous in psychology. Here we develop a new method for meta-analysis that deals with publication bias. This method, p-uniform, enables (a) testing of publication bias, (b) effect size estimation, and (c) testing of the null-hypothesis of no effect. No current method for meta-analysis possesses all 3 qualities. Application of p-uniform is straightforward because no additional data on missing studies are needed and no sophisticated assumptions or choices need to be made before applying it. Simulations show that p-uniform generally outperforms the trim-and-fill method and the test of excess significance (TES; Ioannidis & Trikalinos, 2007b) if publication bias exists and population effect size is homogenous or heterogeneity is slight. For illustration, p-uniform and other publication bias analyses are applied to the meta-analysis of McCall and Carriger (1993) examining the association between infants' habituation to a stimulus and their later cognitive ability (IQ). We conclude that p-uniform is a valuable technique for examining publication bias and estimating population effects in fixed-effect meta-analyses, and as sensitivity analysis to draw inferences about publication bias.",,"[van Assen, Marcel A. L. M.; van Aert, Robbie C. M.; Wicherts, Jelte M.] Tilburg Univ, Dept Methodol & Stat, NL-5000 LE Tilburg, Netherlands; [van Assen, Marcel A. L. M.] Tilburg Univ, Dept Methodol & Stat, NL-5000 LE Tilburg, Netherlands",,,,,,,,109,,,,,,,"Psychology, Multidisciplinary",WOS:000361062800001,
