PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM
J,"Dijksterhuis, Ap",,,,,,,,Reflection on the Professor-Priming Replication Report,,,,,,,,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,,,,13,2,,,295,296,,10.1177/1745691618755705,,,Mar-18,2018,,,"[Dijksterhuis, Ap] Radboud Univ Nijmegen, Inst Behav Sci, Dept Social Psychol, Montessorilaan 3,POB 9104, NL-6500 HE Nijmegen, Netherlands; [Dijksterhuis, Ap] Radboud Univ Nijmegen, Inst Behav Sci, Dept Social Psychol, Montessorilaan 3,POB 9104, NL-6500 HE Nijmegen, Netherlands",,,,,,,,3,,,,,,,"Psychology, Multidisciplinary",WOS:000429909000027,
J,"Soderkvist, Sven; Ohlen, Kajsa; Dimberg, Ulf",,,,,,,,How the Experience of Emotion is Modulated by Facial Feedback,,,,,,,,JOURNAL OF NONVERBAL BEHAVIOR,,,,42,1,,,129,151,,10.1007/s10919-017-0264-1,,,Mar-18,2018,"The facial feedback hypothesis states that facial actions modulate subjective experiences of emotion. Using the voluntary facial action technique, in which the participants react with instruction induced smiles and frowns when exposed to positive and negative emotional pictures and then rate the pleasantness of these stimuli, four questions were addressed in the present study. The results in Experiment 1 demonstrated a feedback effect because participants experienced the stimuli as more pleasant during smiling as compared to when frowning. However, this effect was present only during the critical actions of smiling and frowning, with no remaining effects after 5 min or after 1 day. In Experiment 2, feedback effects were found only when the facial action (smile/frown) was incongruent with the presented emotion (positive/negative), demonstrating attenuating but not enhancing modulation. Finally, no difference in the intensity of produced feedback effect was found between smiling and frowning, and no difference in feedback effect was found between positive and negative emotions. In conclusion, facial feedback appears to occur mainly during actual facial actions, and primarily attenuate ongoing emotional states.",,"[Soderkvist, Sven; Ohlen, Kajsa; Dimberg, Ulf] Uppsala Univ, Dept Psychol, Box 1225, S-75142 Uppsala, Sweden; [Soderkvist, Sven] Uppsala Univ, Dept Psychol, Box 1225, S-75142 Uppsala, Sweden",,,,,,,,8,,,,,,,"Psychology, Social",WOS:000425296000007,
J,"Vrijhof, Claudia I.; van der Voort, Anja; van IJzendoorn, Marinus H.; Euser, Saskia",,,,,,,,Stressful Family Environments and Children's Behavioral Control: A Multimethod Test and Replication Study With Twins,,,,,,,,JOURNAL OF FAMILY PSYCHOLOGY,,,,32,1,,,49,59,,10.1037/fam0000345,,,Feb-18,2018,"Young children's behavioral control predicts a broad range of developmental outcomes in child-and adulthood. It is therefore important to study how individual differences in behavioral control arise. Previous studies suggest that there are both genetic and environmental influences, which were estimated in the current study using a sample of mono-and dizygotic same-sex twins. Furthermore, we examined the associations between indicators of a stressful family environment like household chaos, parenting daily hassles, and parental depressive symptoms and children's behavioral control in 2 samples. Children of the same twin pair were randomly divided over 2 samples; a test (N = 201, 48.3% boys, M age 46.53 months) and replication sample (N = 201, 49.8% boys, M age 46.06 months). Both parents reported on their children's effortful control via the Child Behavior Questionnaire and children's cheating behavior was observed during a throwing game. We found that AE models fitted the data for effortful control (A = 31%, E = 69%) and cheating (A = 16%, E = 84%) best. Path analyses revealed that children of parents experiencing more parenting daily hassles and depressive symptoms had lower levels of effortful control in the test sample. Furthermore, we found that children growing up in more chaotic households (parent report) had an increased risk of being in the cheating group versus the possible intention to cheat group in the test sample. These results were partially replicated. We suggest that the role of stressful family environments in the development of behavioral control should be considered when setting up prevention and intervention programs targeting children's behavioral control.",,"[Vrijhof, Claudia I.; van IJzendoorn, Marinus H.; Euser, Saskia] Leiden Univ, Inst Educ & Child Studies, Leiden Consortium Individual Dev, Pieter de la Court Gebouw,Postbus 9555, NL-2300 RB Leiden, Netherlands; [Vrijhof, Claudia I.; van der Voort, Anja; van IJzendoorn, Marinus H.; Euser, Saskia] Leiden Univ, Ctr Child & Family Studies, Inst Educ & Child Studies, Pieter de la Court Gebouw,Postbus 9555, NL-2300 RB Leiden, Netherlands; [van IJzendoorn, Marinus H.] Leiden Univ, Inst Educ & Child Studies, Leiden Consortium Individual Dev, Pieter de la Court Gebouw,Postbus 9555, NL-2300 RB Leiden, Netherlands; [van IJzendoorn, Marinus H.] Leiden Univ, Ctr Child & Family Studies, Inst Educ & Child Studies, Pieter de la Court Gebouw,Postbus 9555, NL-2300 RB Leiden, Netherlands",,,,,,,,4,,,,,,,"Psychology, Clinical; Family Studies",WOS:000427608700007,
J,"Voelkl, Bernhard; Vogt, Lucile; Sena, Emily S.; Wurbel, Hanno",,,,,,,,Reproducibility of preclinical animal research improves with heterogeneity of study samples,,,,,,,,PLOS BIOLOGY,,,,16,2,,,,,e2003693,10.1371/journal.pbio.2003693,,,Feb-18,2018,"Single-laboratory studies conducted under highly standardized conditions are the gold standard in preclinical animal research. Using simulations based on 440 preclinical studies across 13 different interventions in animal models of stroke, myocardial infarction, and breast cancer, we compared the accuracy of effect size estimates between single-laboratory and multi-laboratory study designs. Single-laboratory studies generally failed to predict effect size accurately, and larger sample sizes rendered effect size estimates even less accurate. By contrast, multi-laboratory designs including as few as 2 to 4 laboratories increased coverage probability by up to 42 percentage points without a need for larger sample sizes. These findings demonstrate that within-study standardization is a major cause of poor reproducibility. More representative study samples are required to improve the external validity and reproducibility of preclinical animal research and to prevent wasting animals and resources for inconclusive research.",,"[Voelkl, Bernhard; Vogt, Lucile; Wurbel, Hanno] Univ Bern, VPH Inst, Vetsuisse Fac, Div Anim Welf, Bern, Switzerland; [Sena, Emily S.] Univ Edinburgh, Ctr Clin Brain Sci, Chancellors Bldg, Edinburgh, Midlothian, Scotland; [Wurbel, Hanno] Univ Bern, VPH Inst, Vetsuisse Fac, Div Anim Welf, Bern, Switzerland",,,,,,,,68,,,,,,,Biochemistry & Molecular Biology; Biology,WOS:000426253300008,
J,"Zhou, Yuefang; Fischer, Martin H.",,,,,,,,Mimicking non-verbal emotional expressions and empathy development in simulated consultations: An experimental feasibility study,,,,,,,,PATIENT EDUCATION AND COUNSELING,,,,101,2,,,304,309,,10.1016/j.pec.2017.08.016,,,Feb-18,2018,"Objective: To explore the feasibility of applying an experimental design to study the relationship between non-verbal emotions and empathy development in simulated consultations. Method: In video-recorded simulated consultations, twenty clinicians were randomly allocated to either an experimental group (instructed to mimic non-verbal emotions of a simulated patient, SP) or a control group (no such instruction). Baseline empathy scores were obtained before consultation, relational empathy was rated by SP after consultation. Multilevel logistic regression modelled the probability of mimicry occurrence, controlling for baseline empathy and clinical experience. ANCOVA compared group differences on relational empathy and consultation smoothness. Results: Instructed mimicry lasted longer than spontaneous mimicry. Mimicry was marginally related to improved relational empathy. SP felt being treated more like a whole person during consultations with spontaneous mimicry. Clinicians who displayed spontaneous mimicry felt consultations went more smoothly. Conclusion: The experimental approach improved our understanding of how non-verbal emotional mimicry contributed to relational empathy development during consultations. Further work should ascertain the potential of instructed mimicry to enhance empathy development. Practice implications: Understanding how non-verbal emotional mimicry impacts on patients' perceived clinician empathy during consultations may inform training and intervention programme development. (C) 2017 Elsevier B.V. All rights reserved.",,"[Zhou, Yuefang] Univ St Andrews, Sch Med, St Andrews KY16 9TF, Fife, Scotland; [Zhou, Yuefang; Fischer, Martin H.] Univ Potsdam, Dept Psychol, Potsdam, Germany; [Zhou, Yuefang] Univ St Andrews, Sch Med, St Andrews KY16 9TF, Fife, Scotland",,,,,,,,3,,,,,,,"Public, Environmental & Occupational Health; Social Sciences, Interdisciplinary",WOS:000426445700017,
J,"Tillman, Richard; Louwerse, Max",,,,,,,,Estimating Emotions Through Language Statistics and Embodied Cognition,,,,,,,,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,,,,47,1,,,159,167,,10.1007/s10936-017-9522-y,,,Feb-18,2018,"Recent research has suggested that language processing activates perceptual simulations. We have demonstrated that findings that have been attributed to an embodied cognition account can also be explained by language statistics, because language encodes perceptual information. We investigated whether comprehension of emotion words can be explained by an embodied cognition or a language statistics account. A corpus linguistic study comparing emotions words showed that words denoting the same emotions (happy-delighted) co-occur more frequently than different emotions (happy-angry). These findings were used in two experiments in which participants read same-emotion and different-emotion sentence pairs. Sentence pairs with different emotions yielded longer RTs than sentences with the same emotions both in a cognitive task tailored toward linguistic representations and a task tailored toward embodied representations. These findings contribute to a growing body of literature that demonstrates that language processing does not always rely solely on perceptual simulation.",,"[Tillman, Richard] Univ Cincinnati, Dept Psychol, POB 210376, Cincinnati, OH 45221 USA; [Louwerse, Max] Tilburg Univ, Tilburg Ctr Cognit & Commun, POB 90153, NL-5000 LE Tilburg, Netherlands; [Tillman, Richard] Univ Cincinnati, Dept Psychol, POB 210376, Cincinnati, OH 45221 USA",,,,,,,,6,,,,,,,"Linguistics; Psychology, Experimental",WOS:000424220500009,
J,"Berndt, Eduard; Dudschig, Carolin; Kaup, Barbara",,,,,,,,Activating concepts by activating experiential traces: investigations with a series of anagram solution tasks,,,,,,,,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,,,,71,2,,,483,498,,10.1080/17470218.2016.1261913,,,Feb-18,2018,"According to the experiential-simulations view of language, words automatically activate experiential traces that stem from the reader's interactions with their referents. Here, we focus on the corresponding influence in the opposite direction. By means of an anagram-solving task we investigated whether activating spatial experiential traces would activate the corresponding concepts, which in turn facilitates access to associated words. Participants solved anagrams of nouns associated with the ocean or the sky (e.g. dolphin=dplhion or cloud=cdulo). In six experiments we provided additional context information such as positional information (presenting the anagram at the top or the bottom of the screen), or pictorial information that either matched the ocean and sky theme or not, or both positional and pictorial information. Anagrams were solved faster when the position of the anagram was congruent with the location of the noun's referent in the real world, but only when presented on the background of an ocean-sky picture. Thus, activating experiential traces indeed seems to activate related concepts but positional information alone is not enough to find facilitation in an anagram solving task. Rather what is needed is a whole set of traces that sufficiently narrow down the number of related concepts.",,"[Berndt, Eduard; Dudschig, Carolin; Kaup, Barbara] Univ Tubingen, Psychol Inst, Schleichstr 4, D-72076 Tubingen, Germany; [Berndt, Eduard] Univ Tubingen, Psychol Inst, Schleichstr 4, D-72076 Tubingen, Germany",,,,,,,,2,,,,,,,"Psychology, Biological; Physiology; Psychology; Psychology, Experimental",WOS:000423317700013,
J,"Zwaan, Rolf A.; Etz, Alexander; Lucas, Richard E.; Donnellan, M. Brent",,,,,,,,Making replication mainstream,,,,,,,,BEHAVIORAL AND BRAIN SCIENCES,,,,41,,,,,,e120,10.1017/S0140525X17001972,,,2018,2018,"Many philosophers of science and methodologists have argued that the ability to repeat studies and obtain similar results is an essential component of science. A finding is elevated from single observation to scientific evidence when the procedures that were used to obtain it can be reproduced and the finding itself can be replicated. Recent replication attempts show that some high profile results - most notably in psychology, but in many other disciplines as well - cannot be replicated consistently. These replication attempts have generated a considerable amount of controversy, and the issue of whether direct replications have value has, in particular, proven to be contentious. However, much of this discussion has occurred in published commentaries and social media outlets, resulting in a fragmented discourse. To address the need for an integrative summary, we review various types of replication studies and then discuss the most commonly voiced concerns about direct replication. We provide detailed responses to these concerns and consider different statistical ways to evaluate replications. We conclude there are no theoretical or statistical obstacles to making direct replication a routine aspect of psychological science.",,"[Zwaan, Rolf A.] Erasmus Univ, Dept Psychol Educ & Child Sci, NL-3000 DR Rotterdam, Netherlands; [Etz, Alexander] Univ Calif Irvine, Dept Cognit Sci, Irvine, CA 92697 USA; [Lucas, Richard E.; Donnellan, M. Brent] Michigan State Univ, Dept Psychol, Psychol Bldg,316 Phys Rd,Room 249A, E Lansing, MI 48824 USA; [Donnellan, M. Brent] Texas A&M Univ, Dept Psychol, College Stn, TX 77843 USA; [Zwaan, Rolf A.] Erasmus Univ, Dept Psychol Educ & Child Sci, NL-3000 DR Rotterdam, Netherlands",,,,,,,,113,,,,,,,"Psychology, Biological; Behavioral Sciences; Neurosciences",WOS:000458790700035,
J,"Nelson, Leif D.; Simmons, Joseph; Simonsohn, Uri",,,,,,,,Psychology's Renaissance,,,,,,,,Annual Review of Psychology,,,,69,,,,511,534,,10.1146/annurev-psych-122216-011836,,,2018,2018,"In 2010-2012, a few largely coincidental events led experimental psychologists to realize that their approach to collecting, analyzing, and reporting data made it too easy to publish false-positive findings. This sparked a period of methodological reflection that we review here and call Psychology's Renaissance. We begin by describing how psychologists' concerns with publication bias shifted from worrying about file-drawered studies to worrying about p-hacked analyses. We then review the methodological changes that psychologists have proposed and, in some cases, embraced. In describing how the renaissance has unfolded, we attempt to describe different points of view fairly but not neutrally, so as to identify the most promising paths forward. In so doing, we champion disclosure and preregistration, express skepticism about most statistical solutions to publication bias, take positions on the analysis and interpretation of replication failures, and contend that meta-analytical thinking increases the prevalence of false positives. Our general thesis is that the scientific practices of experimental psychologists have improved dramatically.",,"[Nelson, Leif D.] Univ Calif Berkeley, Haas Sch Business, Berkeley, CA 94720 USA; [Simmons, Joseph; Simonsohn, Uri] Univ Penn, Wharton Sch, Philadelphia, PA 19104 USA; [Nelson, Leif D.] Univ Calif Berkeley, Haas Sch Business, Berkeley, CA 94720 USA",,,,,,,,156,,,,,,,"Psychology; Psychology, Multidisciplinary",WOS:000424143700022,
J,"Cracco, Emiel; Genschow, Oliver; Radkova, Ina; Brass, Marcel",,,,,,,,Automatic imitation of pro- and antisocial gestures: Is implicit social behavior censored?,,,,,,,,COGNITION,,,,170,,,,179,189,,10.1016/j.cognition.2017.09.019,,,Jan-18,2018,"According to social reward theories, automatic imitation can be understood as a means to obtain positive social consequences. In line with this view, it has been shown that automatic imitation is modulated by contextual variables that constrain the positive outcomes of imitation. However, this work has largely neglected that many gestures have an inherent pro- or antisocial meaning. As a result of their meaning, antisocial gestures are considered taboo and should not be used in public. In three experiments, we show that automatic imitation of symbolic gestures is modulated by the social intent of these gestures. Experiment 1 (N = 37) revealed reduced automatic imitation of antisocial compared with prosocial gestures. Experiment 2 (N = 118) and Experiment 3 (N = 118) used a social priming procedure to show that this effect was stronger in a prosocial context than in an antisocial context. These findings were supported in a within-study meta-analysis using both frequentist and Bayesian statistics. Together, our results indicate that automatic imitation is regulated by internalized social norms that act as a stop signal when inappropriate actions are triggered.",,"[Cracco, Emiel; Radkova, Ina; Brass, Marcel] Univ Ghent, Dept Expt Psychol, Henri Dunantlaan 2, B-9000 Ghent, Belgium; [Genschow, Oliver] Univ Cologne, Social Cognit Ctr Cologne, Cologne, Germany; [Cracco, Emiel] Univ Ghent, Dept Expt Psychol, Henri Dunantlaan 2, B-9000 Ghent, Belgium",,,,,,,,19,,,,,,,"Psychology, Experimental",WOS:000418979600016,
J,"Wildschut, Tim; Sedikides, Constantine; Robertson, Sara",,,,,,,,Sociality and intergenerational transfer of older adults' nostalgia,,,,,,,,MEMORY,,,,26,8,,,1030,1041,,10.1080/09658211.2018.1470645,,,2018,2018,"Interest in nostalgia has blossomed, yet its nature in older adulthood and potential for intergenerational transfer to younger adults has remained neglected. In Experiment 1, we focused on the content of older adults' nostalgic (vs. ordinary) recollections and asked whether older adults' nostalgia could be transferred to younger adults. We showed that nostalgia expressed in older adults' narratives was positively associated with nostalgia reported by young-adult readers. In Experiment 2, undergraduates read a nostalgic or ordinary narrative written by an older adult. Then they rated their own nostalgia as well as their perceived social connectedness, self-continuity, and meaning in life. Exposure to older adults' nostalgic (vs. ordinary) narratives promoted concurrent nostalgia among young adults, along with associated psychological benefits (social connectedness, self-continuity, meaning). The findings illustrate the potential for intergenerational transfer of nostalgia through written narratives, and attest to the universality of nostalgic themes across younger and older adults.",,"[Wildschut, Tim; Sedikides, Constantine; Robertson, Sara] Univ Southampton, Dept Psychol, Southampton, Hants, England; [Wildschut, Tim] Univ Southampton, Dept Psychol, Ctr Res Self & Ident, Southampton SO17 1BJ, Hants, England",,,,,,,,6,,,,,,,"Psychology, Experimental",WOS:000435699500002,
J,"Rothermund, Klaus; Koole, Sander L.",,,,,,,,Three decades of Cognition & Emotion: A brief review of past highlights and future prospects,,,,,,,,COGNITION & EMOTION,,,,32,1,,,1,12,,10.1080/02699931.2018.1418197,,,2018,2018,"Over the past three decades, Cognition & Emotion has been one of the world's leading outlets for emotion research. In this article, we review past highlights of and future prospects for the journal. Our tour of history covers three periods: The first period, from 1987 to 1999, was a pioneering era in which cognitive theories began to be applied to the scientific analysis of emotion. The second period, from 2000 to 2007, was characterised by a sharp increase in the number of empirical research papers, a lot of which were concerned with automatic processing biases and their implications for clinical psychology. During the third period, from 2008 to 2017, a new focus emerged on self-regulatory processes and their implications for emotion. We then turn to the present profile of Cognition & Emotion and introduce our new editorial team. Finally, we consider how the journal's future success can be continued and increased by a) providing authors with fast and high-quality feedback; b) offering attractive publication formats, including the newly introduced Registered Reports for pre-registered studies; and c) consolidating key methodological paradigms with reproducible findings.",,"[Rothermund, Klaus] Friedrich Schiller Univ Jena, Inst Psychol, Jena, Germany; [Koole, Sander L.] Vrije Univ Amsterdam, Dept Psychol, Amsterdam, Netherlands; [Rothermund, Klaus] Friedrich Schiller Univ Jena, Inst Psychol, Jena, Germany; [Koole, Sander L.] Vrije Univ Amsterdam, Dept Psychol, Amsterdam, Netherlands",,,,,,,,6,,,,,,,"Psychology, Experimental",WOS:000424988300001,
J,"Van Cappellen, Patty; Edwards, Megan E.",,,,,,,,"THE EMBODIMENT OF WORSHIP: RELATIONS AMONG POSTURAL, PSYCHOLOGICAL, AND PHYSIOLOGICAL ASPECTS OF RELIGIOUS PRACTICE",,,,,,,,JOURNAL FOR THE COGNITIVE SCIENCE OF RELIGION,,,,6,2-Jan,,,56,79,,10.1558/jcsr.38683,,,2018,2018,"In addition to a set of beliefs, religion is fundamentally a corporeal practice. Across religions, specific postures adopted for prayer and worship may not simply reflect arbitrary customs but are closely intertwined with religious experience. This contribution reviews embodiment theory and related empirical evidence showing how body postures influence our emotions, thoughts, and decision-making. We propose a typology of postures adopted in religious practices along the dimensions of expansiveness-constrictiveness and upward-downward body orientation, and review the corpus of published/unpublished research on the embodiment of worship. We further discuss that in addition to enabling the experiential and ritualistic aspect of religion, embodiment serves at least four functions: communicative, social, cognitive, and intrapersonal. Finally, we suggest contextual and individual differences variables that may constrain the choice and psychological consequences of postures within and outside religious contexts. Together, we emphasize that the locus of religion's psycho-social ""effects"" is not only in the mind or the brain but in the full body.",,"[Van Cappellen, Patty; Edwards, Megan E.] Duke Univ, Durham, NC 27708 USA; [Van Cappellen, Patty] Duke Univ, Durham, NC 27708 USA",,,,,,,,0,,,,,,,Religion,WOS:000627316400004,
J,"Cochrane, Tom",,,,,,,,The Double Intentionality of Emotional Experience,,,,,,,,EUROPEAN JOURNAL OF PHILOSOPHY,,,,25,4,,,1454,1475,,10.1111/ejop.12233,,,Dec-17,2017,"I argue that while the feeling of bodily responses is not necessary to emotion, these feelings contribute significant meaningful content to everyday emotional experience. Emotional bodily feelings represent a state of self', analysed as a sense of one's body affording certain patterns of interaction with the environment. Recognising that there are two sources of intentional content in everyday emotional experience allows us to reconcile the diverging intuitions that people have about emotional states, and to understand better the long-standing debate between bodily feeling-based and appraisal-based theories of emotion.",,"[Cochrane, Tom] Univ Sheffield, Dept Philosophy, Sheffield, S Yorkshire, England; [Cochrane, Tom] Univ Sheffield, Dept Philosophy, Sheffield, S Yorkshire, England",,,,,,,,0,,,,,,,Philosophy,WOS:000423213900029,
J,"Panasiti, Maria Serena; Porciello, Giuseppina; Aglioti, Salvatore Maria",,,,,,,,The bright and the dark sides of motor simulation,,,,,,,,NEUROPSYCHOLOGIA,,,,105,,,,92,100,,10.1016/j.neuropsychologia.2017.05.020,,,Oct-17,2017,"While the acquisition of knowledge about the sensory, emotional, and motor states of others has long been thought to derive from abstract inferential operations, recent theories based on neuroscientific and psychological models emphasize that motor simulation is essential to a variety of complex functions ranging from the monitoring of one's own performance to the understanding of others' actions, and matching self and others' states to optimize social interactions. In this review, we discuss evidence that simulating the actions of others has both bright and dark sides. On the one hand, we show that simulation can aid the anticipation and prediction of errors in the actions of others (e.g., in the case of competitive sports), as well as the establishment of social bonds (e.g., in the case of mimicry). On the other hand, based on findings from our and other research groups, we describe specific circumstances in which simulating the actions of others is detrimental to performance (e.g., when we automatically follow the gaze of a person who is actually trying to deceive us). Finally, we show how the presence of a shared goal between agents (such as in joint actions) maximizes the cost benefit of motor simulation, suggesting that the top-down modulation of this process is vital for adapting in a social environment.",,"[Panasiti, Maria Serena; Porciello, Giuseppina; Aglioti, Salvatore Maria] Sapienza Univ Rome, Dept Psychol, Rome, Italy; [Panasiti, Maria Serena; Porciello, Giuseppina; Aglioti, Salvatore Maria] Santa Lucia Fdn, IRCCS, Rome, Italy; [Panasiti, Maria Serena; Aglioti, Salvatore Maria] Sapienza Univ Rome, Dept Psychol, Rome, Italy",,,,"10th Anniversary Meeting of Concepts, Action and Objects (CAOs)","MAY 05-08, 2016",,"Ctr Mind Brain Sci, Rovereto, ITALY",9,,,,,,,"Behavioral Sciences; Neurosciences; Psychology, Experimental",WOS:000416185000008,
J,"Gronau, Quentin Frederik; Duizer, Monique; Bakker, Marjan; Wagenmakers, Eric-Jan",,,,,,,,Bayesian Mixture Modeling of Significant p Values: A Meta-Analytic Method to Estimate the Degree of Contamination From H-0,,,,,,,,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,,,,146,9,,,1223,1233,,10.1037/xge0000324,,,Sep-17,2017,"Publication bias and questionable research practices have long been known to corrupt the published record. One method to assess the extent of this corruption is to examine the meta-analytic collection of significant p values, the so-called p-curve (Simonsohn, Nelson, & Simmons, 2014a). Inspired by statistical research on false-discovery rates, we propose a Bayesian mixture model analysis of the p-curve. Our mixture model assumes that significant p values arise either from the null-hypothesis H-0 (when their distribution is uniform) or from the alternative hypothesis H-1 (when their distribution is accounted for by a simple parametric model). The mixture model estimates the proportion of significant results that originate from H-0, but it also estimates the probability that each specific p value originates from H-0. We apply our model to 2 examples. The first concerns the set of 587 significant p values for all t tests published in the 2007 volumes of Psychonomic Bulletin & Review and the Journal of Experimental Psychology: Learning, Memory, and Cognition; the mixture model reveals that p values higher than about. 005 are more likely to stem from H-0 than from H-1. The second example concerns 159 significant p values from studies on social priming and 130 from yoked control studies. The results from the yoked controls confirm the findings from the first example, whereas the results from the social priming studies are difficult to interpret because they are sensitive to the prior specification. To maximize accessibility, we provide a web application that allows researchers to apply the mixture model to any set of significant p values.",,"[Gronau, Quentin Frederik; Duizer, Monique; Wagenmakers, Eric-Jan] Univ Amsterdam, Dept Psychol, Nieuwe Achtergracht 129B, NL-1018 VZ Amsterdam, Netherlands; [Bakker, Marjan] Tilburg Univ, Dept Methodol & Stat, Tilburg, Netherlands; [Gronau, Quentin Frederik] Univ Amsterdam, Dept Psychol, Nieuwe Achtergracht 129B, NL-1018 VZ Amsterdam, Netherlands",,,,,,,,5,,,,,,,"Psychology, Experimental",WOS:000414214400001,
J,"Prochazkova, Eliska; Kret, Mariska E.",,,,,,,,Connecting minds and sharing emotions through mimicry: A neurocognitive model of emotional contagion,,,,,,,,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,,80,,,,99,114,,10.1016/j.neubiorev.2017.05.013,,,Sep-17,2017,"During social interactions, people tend to automatically align with, or mimic their interactor's facial expressions, vocalizations, postures and other bodily states. Automatic mimicry might be implicated in empathy and affiliation and is impaired in several pathologies. Despite a growing body of literature on its phenomenology, the function and underlying mechanisms of mimicry remain poorly understood. The current review puts forward a new Neurocognitive Model of Emotional Contagion (NMEC), demonstrating how basic automatic mimicry can give rise to emotional contagion. We combine neurological, developmental and evolutionary insights to argue that automatic mimicry is a precursor to healthy social development. We show that (i) strong synchronization exists between people, (ii) that this resonates on different levels of processing and (iii) demonstrate how mimicry translates into emotional contagion. We conclude that our synthesized model, built upon integrative knowledge from various fields, provides a promising avenue for future research investigating the role of mimicry in human mental health and social development.",,"[Prochazkova, Eliska; Kret, Mariska E.] Leiden Univ, Inst Psychol, Cognit Psychol Unit, Wassenaarseweg 52, NL-2333 AK Leiden, Netherlands; [Prochazkova, Eliska; Kret, Mariska E.] LIBC, Albinusdreef 2, NL-2300 RC Leiden, Netherlands; [Kret, Mariska E.] Leiden Univ, Inst Psychol, Cognit Psychol Unit, Wassenaarseweg 52, NL-2333 AK Leiden, Netherlands",,,,,,,,76,,,,,,,Behavioral Sciences; Neurosciences,WOS:000416879800008,
J,"Aczel, Balazs; Palfi, Bence; Szaszi, Barnabas",,,,,,,,Estimating the evidential value of significant results in psychological science,,,,,,,,PLOS ONE,,,,12,8,,,,,e0182651,10.1371/journal.pone.0182651,,,AUG 18 2017,2017,"Quantifying evidence is an inherent aim of empirical science, yet the customary statistical methods in psychology do not communicate the degree to which the collected data serve as evidence for the tested hypothesis. In order to estimate the distribution of the strength of evidence that individual significant results offer in psychology, we calculated Bayes factors (BF) for 287,424 findings of 35,515 articles published in 293 psychological journals between 1985 and 2016. Overall, 55% of all analyzed results were found to provide BF > 10 (often labeled as strong evidence) for the alternative hypothesis, while more than half of the remaining results do not pass the level of BF = 3 (labeled as anecdotal evidence). The results estimate that at least 82% of all published psychological articles contain one or more significant results that do not provide BF > 10 for the hypothesis. We conclude that due to the threshold of acceptance having been set too low for psychological findings, a substantial proportion of the published results have weak evidential support.",,"[Aczel, Balazs; Szaszi, Barnabas] Eotvos Lorand Univ, ELTE, Inst Psychol, Budapest, Hungary; [Palfi, Bence] Univ Sussex, Sch Psychol, Brighton, E Sussex, England; [Palfi, Bence] Univ Sussex, Sackler Ctr Consciousness Sci, Brighton, E Sussex, England; [Szaszi, Barnabas] Eotvos Lorand Univ, ELTE, Doctoral Sch Psychol, Budapest, Hungary; [Aczel, Balazs] Eotvos Lorand Univ, ELTE, Inst Psychol, Budapest, Hungary",,,,,,,,11,,,,,,,Multidisciplinary Sciences,WOS:000408010000008,
J,"Kaiser, Jakob; Davey, Graham C. L.",,,,,,,,The effect of facial feedback on the evaluation of statements describing everyday situations and the role of awareness,,,,,,,,CONSCIOUSNESS AND COGNITION,,,,53,,,,23,30,,10.1016/j.concog.2017.05.006,,,Aug-17,2017,"According to theories of embodiment enacting a smile or a frown can positively or negatively influence one's evaluations, even without awareness of one's facial activity. While some previous studies found evidence for facial feedback effects, recent replication attempts could not confirm these findings. Are our decisions throughout the day amenable to the state of our facial muscles? We tested the effect of smiling and frowning on the evaluation of emotional sentences describing everyday situations. While most previous studies based their assessment of awareness on verbal debriefing interviews without explicitly defined criteria, we employed a written debriefing questionnaire in order to avoid potential bias when identifying participants' awareness. Our results indicate that smiling/frowning increased/decreased sentence ratings only for participants aware of their expressions. This emphasizes the importance of more rigorous awareness tests in facial feedback studies. Our results support the view that facial feedback cannot necessarily influence us without conscious mediation.",,"[Kaiser, Jakob; Davey, Graham C. L.] Univ Sussex, Sch Psychol, Brighton BN1 9QH, E Sussex, England; [Kaiser, Jakob] Univ Sussex, Sch Psychol, Brighton BN1 9QH, E Sussex, England",,,,,,,,3,,,,,,,"Psychology, Experimental",WOS:000406992100003,
