PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM
J,NA,"Mori, Hideko; Mori, Kazuo",NA,NA,NA,NA,NA,NA,NA,"AN IMPLICIT ASSESSMENT OF THE EFFECT OF ARTIFICIAL CHEEK RAISING: WHEN YOUR FACE SMILES, THE WORLD LOOKS NICER",NA,NA,NA,NA,NA,NA,NA,PERCEPTUAL AND MOTOR SKILLS,NA,NA,NA,116,2,NA,NA,466,471,NA,10.2466/24.50.PMS.116.2.466-471,NA,NA,13-Apr,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000322441300008,NA
J,NA,"Schneider, Iris K.; Eerland, Anita; van Harreveld, Frenk; Rotteveel, Mark; van der Pligt, Joop; van der Stoep, Nathan; Zwaan, Rolf A.",NA,NA,NA,NA,NA,NA,NA,One Way and the Other: The Bidirectional Relationship Between Ambivalence and Body Movement,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,24,3,NA,NA,319,325,NA,10.1177/0956797612457393,NA,NA,13-Mar,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,WOS:000316640900012,NA
J,NA,"Topolinski, Sascha; Deutsch, Roland",NA,NA,NA,NA,NA,NA,NA,Phasic Affective Modulation of Semantic Priming,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,NA,NA,NA,39,2,NA,NA,414,436,NA,10.1037/a0028879,NA,NA,13-Mar,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,WOS:000315817700006,NA
J,NA,"Young, Simon N.",NA,NA,NA,NA,NA,NA,NA,Single treatments that have lasting effects: some thoughts on the antidepressant effects of ketamine and botulinum toxin and the anxiolytic effect of psilocybin,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,NA,NA,NA,38,2,NA,NA,78,83,NA,10.1503/jpn.120128,NA,NA,13-Mar,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,WOS:000318039900003,NA
J,NA,"Visser, Victoria A.; van Knippenberg, Daan; van Kleef, Gerben A.; Wisse, Barbara",NA,NA,NA,NA,NA,NA,NA,How leader displays of happiness and sadness influence follower performance: Emotional contagion and creative versus analytical performance,NA,NA,NA,NA,NA,NA,NA,LEADERSHIP QUARTERLY,NA,NA,NA,24,1,NA,NA,172,188,NA,10.1016/j.leaqua.2012.09.003,NA,NA,13-Feb,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,WOS:000314261400012,NA
B,NA,"Epstein, JM",NA,NA,NA,NA,NA,NA,NA,Agent_Zero: Toward Neurocognitive Foundations for Generative Social Science,NA,NA,NA,NA,NA,NA,NA,Princeton Studies in Complexity,NA,NA,NA,NA,NA,NA,NA,1,249,NA,NA,NA,NA,2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000331138900008,NA
J,NA,"Paredes, Borja; Stavraki, Maria; Brinol, Pablo; Petty, Richard E.",NA,NA,NA,NA,NA,NA,NA,Smiling After Thinking Increases Reliance on Thoughts,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,44,5,NA,NA,349,353,NA,10.1027/1864-9335/a000131,NA,NA,2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,WOS:000324620600006,NA
J,NA,"Hafner, Michael",NA,NA,NA,NA,NA,NA,NA,When Body and Mind Are Talking Interoception Moderates Embodied Cognition,NA,NA,NA,NA,NA,NA,NA,EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,60,4,NA,NA,255,259,NA,10.1027/1618-3169/a000194,NA,NA,2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,WOS:000321576200004,NA
J,NA,"Kulesza, Wojciech; Vallacher, Robin R.; Nowak, Andrzej",NA,NA,NA,NA,NA,NA,NA,Interpersonal Fluency: Toward a Model of Coordination and Affect in Social Relations,NA,NA,NA,NA,NA,NA,NA,Understanding Complex Systems Springer Complexity,NA,NA,NA,NA,NA,NA,NA,171,190,NA,10.1007/978-3-642-31436-0_10,NA,NA,2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000318317700011,NA
J,NA,"Moors, Agnes",NA,NA,NA,NA,NA,NA,NA,Understanding emotion change requires an understanding of emotion causation,NA,NA,NA,NA,NA,NA,NA,CHANGING EMOTIONS,NA,NA,NA,NA,NA,NA,NA,144,150,NA,NA,NA,NA,2013,2013,NA,NA,NA,NA,NA,Conference on Changing Emotions,"OCT 23-23, 2009",Royal Flemish Acad Belgium Sci & Arts,"Palace Acad, Brussels, BELGIUM",1,NA,NA,NA,NA,NA,NA,WOS:000315701500020,NA
J,NA,"Dobel, C.; Miltner, W. H. R.; Witte, O. W.; Volk, G. F.; Guntinas-Lichius, O.",NA,NA,NA,NA,NA,NA,NA,Emotional Impact of Facial Palsy,NA,NA,NA,NA,NA,NA,NA,LARYNGO-RHINO-OTOLOGIE,NA,NA,NA,92,1,NA,NA,9,23,NA,10.1055/s-0032-1327624,NA,NA,13-Jan,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,WOS:000313305500008,NA
J,NA,"Tsui, Wei-Hsuan; Lee, Poming; Hsiao, Tzu-Chien",NA,NA,IEEE,NA,NA,NA,NA,The Effect of Emotion on Keystroke: An Experimental Study Using Facial Feedback Hypothesis,NA,NA,NA,NA,NA,NA,NA,IEEE Engineering in Medicine and Biology Society Conference Proceedings,NA,NA,NA,NA,NA,NA,NA,2870,2873,NA,NA,NA,NA,2013,2013,NA,NA,NA,NA,NA,35th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society (EMBC),"JUL 03-07, 2013",IEEE Engn Med Biol Soc; Japanese Soc Med & Biol Engn,"Osaka, JAPAN",9,NA,NA,NA,NA,NA,NA,WOS:000341702103079,NA
J,NA,"Rejeski, W. Jack; Gauvin, Lise",NA,NA,NA,NA,NA,NA,NA,The embodied and relational nature of the mind: implications for clinical interventions in aging individuals and populations,NA,NA,NA,NA,NA,NA,NA,CLINICAL INTERVENTIONS IN AGING,NA,NA,NA,8,NA,NA,NA,657,665,NA,10.2147/CIA.S44797,NA,NA,2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,WOS:000319908400001,NA
J,NA,"Giger, Jean-Christophe; Horchak, Oleksandr V.; Pochwatko, Grzegorz",NA,NA,NA,NA,NA,NA,NA,ACTION SIMULATION AND INDIVIDUALS' EVALUATION OF PROTAGONIST,NA,NA,NA,NA,NA,NA,NA,INPACT 2013: INTERNATIONAL PSYCHOLOGICAL APPLICATIONS CONFERENCE AND TRENDS,NA,NA,NA,NA,NA,NA,NA,157,158,NA,NA,NA,NA,2013,2013,NA,NA,NA,NA,NA,International Psychological Applications Conference and Trends,"APR 26-28, 2013",World Inst Adv Res & Sci; PsychNol Journal; Jean Piaget Soc,"Madrid, SPAIN",0,NA,NA,NA,NA,NA,NA,WOS:000354623100040,NA
J,NA,"Horchak, Oleksandr V.; Giger, Jean-Christophe; Pochwatko, Grzegorz",NA,NA,NA,NA,NA,NA,NA,SIMULATION OF POSITIVE EMOTIONS DURING DISCOURSE COMPREHENSION,NA,NA,NA,NA,NA,NA,NA,INPACT 2013: INTERNATIONAL PSYCHOLOGICAL APPLICATIONS CONFERENCE AND TRENDS,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,2013,2013,NA,NA,NA,NA,NA,International Psychological Applications Conference and Trends,"APR 26-28, 2013",World Inst Adv Res & Sci; PsychNol Journal; Jean Piaget Soc,"Madrid, SPAIN",0,NA,NA,NA,NA,NA,NA,WOS:000354623100065,NA
J,NA,"Greene, John O.; Hall, Elizabeth Dorrance",NA,NA,NA,NA,NA,NA,NA,Cognitive theories of communication,NA,NA,NA,NA,NA,NA,NA,Handbooks of Communication Science,NA,NA,NA,1,NA,NA,NA,181,197,NA,NA,NA,NA,2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000356821600011,NA
J,NA,"Ponari, Marta; Conson, Massimiliano; D'Amico, Nunzia Pina; Grossi, Dario; Trojano, Luigi",NA,NA,NA,NA,NA,NA,NA,Mapping Correspondence Between Facial Mimicry and Emotion Recognition in Healthy Subjects,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,12,6,NA,NA,1398,1403,NA,10.1037/a0028588,NA,NA,12-Dec,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,WOS:000311878700027,NA
J,NA,"Gil de Montes, Lorena; Ortiz, Garbine; Valencia, Jose F.; Larranaga, Maider; Agirrezabal, Arrate",NA,NA,NA,NA,NA,NA,NA,Language Use and Stereotyping: the Role of Approach and Avoidance Motivation Goals,NA,NA,NA,NA,NA,NA,NA,SPANISH JOURNAL OF PSYCHOLOGY,NA,NA,NA,15,3,NA,NA,1210,1221,NA,10.5209/rev_SJOP.2012.v15.n3.39527,NA,NA,12-Nov,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000312437600030,NA
J,NA,"Kraft, Tara L.; Pressman, Sarah D.",NA,NA,NA,NA,NA,NA,NA,Grin and Bear It: The Influence of Manipulated Facial Expression on the Stress Response,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,23,11,NA,NA,1372,1378,NA,10.1177/0956797612445312,NA,NA,12-Nov,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,WOS:000314501400013,NA
J,NA,"Majid, Asifa",NA,NA,NA,NA,NA,NA,NA,Current Emotion Research in the Language Sciences,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,4,4,NA,NA,432,443,NA,10.1177/1754073912445827,NA,NA,12-Oct,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,WOS:000309284500020,NA
J,NA,"Meier, Brian P.; Schnall, Simone; Schwarz, Norbert; Bargh, John A.",NA,NA,NA,NA,NA,NA,NA,Embodiment in Social Psychology,NA,NA,NA,NA,NA,NA,NA,TOPICS IN COGNITIVE SCIENCE,NA,NA,NA,4,4,NA,NA,705,716,NA,10.1111/j.1756-8765.2012.01212.x,NA,NA,12-Oct,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,WOS:000309747900017,NA
J,NA,"Michalak, Johannes; Burg, Jan; Heidenreich, Thomas",NA,NA,NA,NA,NA,NA,NA,"Don't Forget Your Body: Mindfulness, Embodiment, and the Treatment of Depression",NA,NA,NA,NA,NA,NA,NA,MINDFULNESS,NA,NA,NA,3,3,NA,NA,190,199,NA,10.1007/s12671-012-0107-4,NA,NA,12-Sep,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,WOS:000209010400003,NA
J,NA,"Robinson, Jenefer; Hatten, Robert S.",NA,NA,NA,NA,NA,NA,NA,Emotions in Music,NA,NA,NA,NA,NA,NA,NA,MUSIC THEORY SPECTRUM,NA,NA,NA,34,2,NA,NA,71,106,NA,10.1525/mts.2012.34.2.71,NA,NA,FAL 2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000313538500004,NA
J,NA,"Gerdes, Antje B. M.; Wieser, Matthias J.; Alpers, Georg W.; Strack, Fritz; Pauli, Paul",NA,NA,NA,NA,NA,NA,NA,Why do you smile at me while I'm in pain? - Pain selectively modulates voluntary facial muscle responses to happy faces,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,NA,NA,NA,85,2,NA,NA,161,167,NA,10.1016/j.ijpsycho.2012.06.002,NA,NA,12-Aug,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,WOS:000309790400004,NA
J,NA,"Yu, Angela J.",NA,NA,NA,NA,NA,NA,NA,Change is in the eye of the beholder,NA,NA,NA,NA,NA,NA,NA,NATURE NEUROSCIENCE,NA,NA,NA,15,7,NA,NA,933,935,NA,10.1038/nn.3150,NA,NA,12-Jul,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000305819600005,NA
J,NA,"Krishna, Aradhna",NA,NA,NA,NA,NA,NA,NA,"An integrative review of sensory marketing: Engaging the senses to affect perception, judgment and behavior",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER PSYCHOLOGY,NA,NA,NA,22,3,NA,NA,332,351,NA,10.1016/j.jcps.2011.08.003,NA,NA,12-Jul,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,WOS:000306386800008,NA
J,NA,"Adam, Hajo; Galinsky, Adam D.",NA,NA,NA,NA,NA,NA,NA,Enclothed cognition,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,48,4,NA,NA,918,925,NA,10.1016/j.jesp.2012.02.008,NA,NA,12-Jul,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,WOS:000306615600015,NA
J,NA,"Paul, Elizabeth S.; Pope, Stuart A. J.; Fennell, John G.; Mendl, Michael T.",NA,NA,NA,NA,NA,NA,NA,Social Anxiety Modulates Subliminal Affective Priming,NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,7,5,NA,NA,NA,NA,e37011,10.1371/journal.pone.0037011,NA,NA,MAY 17 2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000305341200031,NA
J,NA,"Critchley, Hugo D.; Nagai, Yoko",NA,NA,NA,NA,NA,NA,NA,How Emotions Are Shaped by Bodily States,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,4,2,NA,NA,163,168,NA,10.1177/1754073911430132,NA,NA,12-Apr,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000306276100009,NA
J,NA,"Elder, Ryan S.; Krishna, Aradhna",NA,NA,NA,NA,NA,NA,NA,"The ""Visual Depiction Effect"" in Advertising: Facilitating Embodied Mental Simulation through Product Orientation",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,38,6,NA,NA,988,1003,NA,10.1086/661531,NA,NA,12-Apr,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,WOS:000301356900002,NA
J,NA,"Hawk, Skyler T.; Fischer, Agneta H.; Van Kleef, Gerben A.",NA,NA,NA,NA,NA,NA,NA,Face the Noise: Embodied Responses to Nonverbal Vocalizations of Discrete Emotions,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,102,4,NA,NA,796,814,NA,10.1037/a0026234,NA,NA,12-Apr,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,WOS:000301884100009,NA
J,NA,"Zhang, Meng; Li, Xiuping",NA,NA,NA,NA,NA,NA,NA,From Physical Weight to Psychological Significance: The Contribution of Semantic Activations,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,38,6,NA,NA,1063,1075,NA,10.1086/661768,NA,NA,12-Apr,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,WOS:000301356900008,NA
J,NA,"Connell, Louise; Lynott, Dermot; Dreyer, Felix",NA,NA,NA,NA,NA,NA,NA,A Functional Role for Modality-Specific Perceptual Systems in Conceptual Representations,NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,7,3,NA,NA,NA,NA,e33321,10.1371/journal.pone.0033321,NA,NA,MAR 13 2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000303129700053,NA
J,NA,"Steinhart, Yael",NA,NA,NA,NA,NA,NA,NA,All that glitters is not gold: The dual effect of activation technique in advertising,NA,NA,NA,NA,NA,NA,NA,MARKETING LETTERS,NA,NA,NA,23,1,NA,NA,195,208,NA,10.1007/s11002-011-9147-0,NA,NA,12-Mar,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000304324500013,NA
J,NA,"Coutanche, Marc N.; Thompson-Schill, Sharon L.",NA,NA,NA,NA,NA,NA,NA,Reversal Without Remapping: What We Can (and Cannot) Conclude About Learned Associations From Training-Induced Behavior Changes,NA,NA,NA,NA,NA,NA,NA,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,NA,NA,NA,7,2,NA,NA,118,134,NA,10.1177/1745691611434211,NA,NA,12-Mar,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000301294400003,NA
J,NA,"Hicks, Joshua A.; Trent, Jason; Davis, William E.; King, Laura A.",NA,NA,NA,NA,NA,NA,NA,"Positive Affect, Meaning in Life, and Future Time Perspective: An Application of Socioemotional Selectivity Theory",NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY AND AGING,NA,NA,NA,27,1,NA,NA,181,189,NA,10.1037/a0023965,NA,NA,12-Mar,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,WOS:000301300400019,NA
J,NA,"Norton, Michael I.; Dunn, Elizabeth W.; Carney, Dana R.; Ariely, Dan",NA,NA,NA,NA,NA,NA,NA,"The persuasive ""power"" of stigma?",NA,NA,NA,NA,NA,NA,NA,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,NA,NA,NA,117,2,NA,NA,261,268,NA,10.1016/j.obhdp.2011.08.002,NA,NA,12-Mar,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000300969100003,NA
J,NA,"Price, Tom F.; Peterson, Carly K.; Harmon-Jones, Eddie",NA,NA,NA,NA,NA,NA,NA,The emotive neuroscience of embodiment,NA,NA,NA,NA,NA,NA,NA,MOTIVATION AND EMOTION,NA,NA,NA,36,1,NA,NA,27,37,NA,10.1007/s11031-011-9258-1,NA,NA,12-Mar,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,WOS:000301110200004,NA
J,NA,"Mok, Aurelia; Morris, Michael W.",NA,NA,NA,NA,NA,NA,NA,Managing Two Cultural Identities: The Malleability of Bicultural Identity Integration as a Function of Induced Global or Local Processing,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,38,2,NA,NA,233,246,NA,10.1177/0146167211426438,NA,NA,12-Feb,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,WOS:000299470700008,NA
J,NA,"Johnson, Gabriella M.; Valle-Inclan, Fernando; Geary, David C.; Hackley, Steven A.",NA,NA,NA,NA,NA,NA,NA,The nursing hypothesis: An evolutionary account of emotional modulation of the postauricular reflex,NA,NA,NA,NA,NA,NA,NA,PSYCHOPHYSIOLOGY,NA,NA,NA,49,2,NA,NA,178,185,NA,10.1111/j.1469-8986.2011.01297.x,NA,NA,12-Feb,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000299335600005,NA
J,NA,"Warfel, Regina M.; France, Christopher R.; France, Janis L.",NA,NA,NA,NA,NA,NA,NA,Application of implicit attitude measures to the blood donation context,NA,NA,NA,NA,NA,NA,NA,TRANSFUSION,NA,NA,NA,52,2,NA,NA,356,365,NA,10.1111/j.1537-2995.2011.03271.x,NA,NA,12-Feb,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000299038200021,NA
J,NA,"Gray, Marcus A.; Beacher, Felix D.; Minati, Ludovico; Nagai, Yoko; Kemp, Andrew H.; Harrison, Neil A.; Critchley, Hugo D.",NA,NA,NA,NA,NA,NA,NA,Emotional Appraisal Is Influenced by Cardiac Afferent Information,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,12,1,NA,NA,180,191,NA,10.1037/a0025083,NA,NA,12-Feb,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,WOS:000299980100023,NA
J,NA,"Peron, Julie; Dondaine, Thibaut; Le Jeune, Florence; Grandjean, Didier; Verin, Marc",NA,NA,NA,NA,NA,NA,NA,Emotional processing in parkinson's disease: A systematic review,NA,NA,NA,NA,NA,NA,NA,MOVEMENT DISORDERS,NA,NA,NA,27,2,NA,NA,186,199,NA,10.1002/mds.24025,NA,NA,12-Feb,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,WOS:000300429200004,NA
J,NA,"Zhong, Chen-Bo; House, Julian",NA,NA,NA,NA,NA,NA,NA,Hawthorne revisited: Organizational implications of the physical work environment,NA,NA,NA,NA,NA,NA,NA,Research in Organizational Behavior,NA,NA,NA,32,NA,NA,NA,3,22,NA,10.1016/j.riob.2012.10.004,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,WOS:000320735900002,NA
J,NA,"Walter, Carla Stalling",NA,NA,NA,NA,NA,NA,NA,Moving (Euro American) consumers in mysterious ways with African-American social dance in commercials,NA,NA,NA,NA,NA,NA,NA,CONSUMPTION MARKETS & CULTURE,NA,NA,NA,15,1,NA,NA,19,40,NA,10.1080/10253866.2011.637750,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000312275700002,NA
J,NA,"Korb, Sebastian; Grandjean, Didier; Samson, Andrea C.; Delplanque, Sylvain; Scherer, Klaus R.",NA,NA,NA,NA,NA,NA,NA,Stop laughing! Humor perception with and without expressive suppression,NA,NA,NA,NA,NA,NA,NA,SOCIAL NEUROSCIENCE,NA,NA,NA,7,5,NA,NA,510,524,NA,10.1080/17470919.2012.667573,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000307233300005,NA
J,NA,"Polackova Solcova, Iva",NA,NA,NA,NA,NA,NA,NA,Psychological context of physical and physiological determinants of human performance in space,NA,NA,NA,NA,NA,NA,NA,CESKOSLOVENSKA PSYCHOLOGIE,NA,NA,NA,56,2,NA,NA,119,131,NA,NA,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000303967400003,NA
B,NA,"Brugger, Peter",NA,NA,NA,NA,NA,NA,NA,The tell-tale brain: Unlocking the mystery of human nature,NA,NA,NA,NA,NA,NA,NA,COGNITIVE NEUROPSYCHIATRY,NA,NA,NA,17,4,NA,NA,351,358,NA,10.1080/13546805.2012.685295,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000306320700004,NA
J,NA,"Foroni, Francesco; Semin, Gun R.",NA,NA,NA,NA,NA,NA,NA,Not all implicit measures of attitudes are created equal: Evidence from an embodiment perspective,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,48,1,NA,NA,424,427,NA,10.1016/j.jesp.2011.08.015,NA,NA,12-Jan,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,WOS:000298935900063,NA
J,NA,"Meier, Brian P.; Moeller, Sara K.; Riemer-Peltz, Miles; Robinson, Michael D.",NA,NA,NA,NA,NA,NA,NA,"Sweet Taste Preferences and Experiences Predict Prosocial Inferences, Personalities, and Behaviors",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,102,1,NA,NA,163,174,NA,10.1037/a0025253,NA,NA,12-Jan,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,WOS:000298559500012,NA
J,NA,"Niedenthal, Paula M.; Brauer, Markus",NA,NA,NA,NA,NA,NA,NA,Social Functionality of Human Emotion,NA,NA,NA,NA,NA,NA,NA,Annual Review of Psychology,NA,NA,NA,63,NA,NA,NA,259,285,NA,10.1146/annurev.psych.121208.131605,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,WOS:000299709900011,NA
J,NA,"Reimann, Martin; Feye, Wilko; Malter, Alan J.; Ackerman, Joshua M.; Castano, Raquel; Garg, Nitika; Kreuzbauer, Robert; Labroo, Aparna A.; Lee, Angela Y.; Morrin, Maureen; Nenkov, Gergana Y.; Nielsen, Jesper H.; Perez, Maria; Pol, Gratiana; Rosa, Jose Antonio; Yoon, Carolyn; Zhong, Chen-Bo",NA,NA,NA,NA,NA,NA,NA,Embodiment in Judgment and Choice,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS,NA,NA,NA,5,2,NA,NA,104,123,NA,10.1037/a0026855,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,WOS:000209180600003,NA
J,NA,"Jose, Paul E.; Lim, Bee T.; Bryant, Fred B.",NA,NA,NA,NA,NA,NA,NA,Does savoring increase happiness? A daily diary study,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF POSITIVE PSYCHOLOGY,NA,NA,NA,7,3,NA,NA,176,187,NA,10.1080/17439760.2012.671345,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,WOS:000305797200002,NA
J,NA,"Forster, Jens; Denzler, Markus",NA,NA,NA,NA,NA,NA,NA,"Sense Creative! The Impact of Global and Local Vision, Hearing, Touching, Tasting and Smelling on Creative and Analytic Thought",NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,NA,NA,3,1,NA,NA,108,117,NA,10.1177/1948550611410890,NA,NA,12-Jan,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,WOS:000208936000015,NA
J,NA,"Lopez-Ibor, Juan J.; Ortiz, Tomas; Lopez-Ibor, Maria I.",NA,NA,NA,NA,NA,NA,NA,"Perception, experience and body identity",NA,NA,NA,NA,NA,NA,NA,ACTAS ESPANOLAS DE PSIQUIATRIA,NA,NA,NA,39,NA,NA,NA,3,118,NA,NA,NA,NA,11-Dec,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000304737500002,NA
