PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM,case,pubYear
J,NA,"Davis, Joshua Ian; Senghas, Ann; Brandt, Fredric; Ochsner, Kevin N.",NA,NA,NA,NA,NA,NA,NA,The Effects of BOTOX Injections on Emotional Experience,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,10,3,NA,NA,433,440,NA,10.1037/a0018690,NA,NA,10-Jun,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,WOS:000278378200012,NA,strack,2010
J,NA,"Liu, Yongmei; Prati, L. Melita; Perrewe, Pamela L.; Brymer, Robert A.",NA,NA,NA,NA,NA,NA,NA,"Individual Differences in Emotion Regulation, Emotional Experiences at Work, and Work-related Outcomes: A Two-Study Investigation",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,40,6,NA,NA,1515,1538,NA,10.1111/j.1559-1816.2010.00627.x,NA,NA,10-Jun,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,WOS:000278566800009,NA,strack,2010
J,NA,"Labroo, Aparna A.; Nielsen, Jesper H.",NA,NA,NA,NA,NA,NA,NA,Half the Thrill Is in the Chase: Twisted Inferences from Embodied Cognitions and Brand Evaluation,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,37,1,NA,NA,143,158,NA,10.1086/649908,NA,NA,10-Jun,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,WOS:000277175400010,NA,strack,2010
J,NA,"de Bonis, M.",NA,NA,NA,NA,NA,NA,NA,Deception of emotions and the face,NA,NA,NA,NA,NA,NA,NA,ANNALES MEDICO-PSYCHOLOGIQUES,NA,NA,NA,168,4,NA,NA,301,304,NA,10.1016/j.amp.2010.03.011,NA,NA,10-May,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000277894600013,NA,strack,2010
J,NA,"Blaesi, Sabine; Wilson, Margaret",NA,NA,NA,NA,NA,NA,NA,The mirror reflects both ways: Action influences perception of others,NA,NA,NA,NA,NA,NA,NA,BRAIN AND COGNITION,NA,NA,NA,72,2,NA,NA,306,309,NA,10.1016/j.bandc.2009.10.001,NA,NA,10-Mar,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,WOS:000274512600019,NA,strack,2010
J,NA,"Ebner, Natalie C.; Riediger, Michaela; Lindenberger, Ulman",NA,NA,NA,NA,NA,NA,NA,"FACES-A database of facial expressions in young, middle-aged, and older women and men: Development and validation",NA,NA,NA,NA,NA,NA,NA,BEHAVIOR RESEARCH METHODS,NA,NA,NA,42,1,NA,NA,351,362,NA,10.3758/BRM.42.1.351,NA,NA,10-Feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,NA,NA,NA,NA,NA,NA,WOS:000285917600036,NA,strack,2010
J,NA,"Choi, Dong-Won; Choi, Incheol",NA,NA,NA,NA,NA,NA,NA,A Comparison of Hindsight Bias in Groups and Individuals: The Moderating Role of Plausibility,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,40,2,NA,NA,325,343,NA,10.1111/j.1559-1816.2009.00576.x,NA,NA,10-Feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000274622400004,NA,strack,2010
J,NA,"van Quaquebeke, Niels; Giessner, Steffen R.",NA,NA,NA,NA,NA,NA,NA,How Embodied Cognitions Affect Judgments: Height-Related Attribution Bias in Football Foul Calls,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,NA,NA,NA,32,1,NA,NA,3,22,NA,10.1123/jsep.32.1.3,NA,NA,10-Feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,WOS:000275219600001,NA,strack,2010
J,NA,"De Boulle, Koenraad; Fagien, Steven; Sommer, Boris; Glogau, Richard",NA,NA,NA,NA,NA,NA,NA,"Treating glabellar lines with botulinum toxin type A-hemagglutinin complex: A review of the science, the clinical data, and patient satisfaction",NA,NA,NA,NA,NA,NA,NA,CLINICAL INTERVENTIONS IN AGING,NA,NA,NA,5,NA,NA,NA,101,118,NA,NA,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,WOS:000208239100011,NA,strack,2010
J,NA,"Kerr, Norbert L.",NA,NA,NA,NA,NA,NA,NA,Explorations in Juror Emotion and Juror Judgment,NA,NA,NA,NA,NA,NA,NA,Nebraska Symposium on Motivation,NA,NA,NA,56,NA,NA,NA,97,132,NA,10.1007/978-1-4419-0696-0_4,NA,NA,2010,2010,NA,NA,NA,NA,NA,56th Nebraska Symposium on Emotion and the Law - Psychological Perspectives,2008,NA,"Univ Nebraska-Lincoln, Lincoln, NE",0,NA,NA,NA,NA,NA,NA,WOS:000277025400004,NA,strack,2010
J,NA,"Robinson, Jenefer M.",NA,NA,NA,NA,NA,NA,NA,Bob Solomon and William James: A Rapprochement,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,2,1,NA,NA,53,60,NA,10.1177/1754073909345550,NA,NA,10-Jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000208387800008,NA,strack,2010
J,NA,"Lewthwaite, Rebecca; Wulf, Gabriele",NA,NA,NA,NA,NA,NA,NA,Grand challenge for movement science and sport psychology: embracing the social-cognitive-affective-motor nature of motor behavior,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,1,NA,NA,NA,NA,NA,42,10.3389/fpsyg.2010.00042,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,WOS:000208849100040,NA,strack,2010
J,NA,"Furtak, Rick Anthony",NA,NA,NA,NA,NA,NA,NA,"Emotion, the bodily, and the cognitive",NA,NA,NA,NA,NA,NA,NA,PHILOSOPHICAL EXPLORATIONS,NA,NA,NA,13,1,NA,NA,51,64,PII 919787235,10.1080/13869790903318508,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000275411100004,NA,strack,2010
J,NA,"Forster, Jens; Dannenberg, Laura",NA,NA,NA,NA,NA,NA,NA,GLOMO(sys): A Systems Account of Global Versus Local Processing,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL INQUIRY,NA,NA,NA,21,3,NA,NA,175,197,NA,10.1080/1047840X.2010.487849,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,WOS:000284961200001,NA,strack,2010
J,NA,"Forster, Jens; Dannenberg, Laura",NA,NA,NA,NA,NA,NA,NA,GLOMO(sys): Specifications of a Global Model on Processing Styles REPLY,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL INQUIRY,NA,NA,NA,21,3,NA,NA,257,269,NA,10.1080/1047840X.2010.507989,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,WOS:000284961200012,NA,strack,2010
J,NA,"Tipper, Steven P.",NA,NA,NA,NA,NA,NA,NA,"From observation to action simulation: The role of attention, eye-gaze, emotion, and body state",NA,NA,NA,NA,NA,NA,NA,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,63,11,NA,NA,2081,2105,PII 925845424,10.1080/17470211003624002,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,WOS:000283684100001,NA,strack,2010
J,NA,"Oosterwijk, Suzanne; Topper, Maurice; Rotteveel, Mark; Fischer, Agneta H.",NA,NA,NA,NA,NA,NA,NA,When the Mind Forms Fear: Embodied Fear Knowledge Potentiates Bodily Reactions to Fearful Stimuli,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,NA,NA,1,1,NA,NA,65,72,NA,10.1177/1948550609355328,NA,NA,10-Jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,WOS:000208991600010,NA,strack,2010
J,NA,"Carney, Dana R.; Colvin, C. Randall",NA,NA,NA,NA,NA,NA,NA,The Circumplex Structure of Affective Social Behavior,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,NA,NA,1,1,NA,NA,73,80,NA,10.1177/1948550609353135,NA,NA,10-Jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000208991600011,NA,strack,2010
J,NA,"Beilock, Sian L.; Hohmann, Tanja",NA,NA,NA,NA,NA,NA,NA,Embodied cognition: An approach for sport psychology,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR SPORTPSYCHOLOGIE,NA,NA,NA,17,4,NA,NA,120,129,NA,10.1026/1612-5010/a000019,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000285497000003,NA,strack,2010
J,NA,"Schubert, Thomas W.; Semin, Gun R.",NA,NA,NA,NA,NA,NA,NA,Embodiment as a unifying perspective for psychology Special issue introduction,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,39,7,NA,NA,1135,1141,NA,10.1002/ejsp.670,NA,NA,9-Dec,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,WOS:000272572300001,NA,strack,2009
J,NA,"Forster, Jens",NA,NA,NA,NA,NA,NA,NA,Opening doors for new research questions: On simulatability,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,39,7,NA,NA,1151,1155,NA,10.1002/ejsp.675,NA,NA,9-Dec,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000272572300003,NA,strack,2009
J,NA,"Glenberg, Arthur M.",NA,NA,NA,NA,NA,NA,NA,Prediction and emotion in dialogue,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,39,7,NA,NA,1169,1172,NA,10.1002/ejsp.678,NA,NA,9-Dec,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000272572300007,NA,strack,2009
J,NA,"Rueschemeyer, Shirley-Ann; Lindemann, Oliver; van Elk, Michiel; Bekkering, Harold",NA,NA,NA,NA,NA,NA,NA,Embodied cognition: The interplay between automatic resonance and selection-for-action mechanisms,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,39,7,NA,NA,1180,1187,NA,10.1002/ejsp.662,NA,NA,9-Dec,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,WOS:000272572300010,NA,strack,2009
J,NA,"Cohen, Dov; Leung, Angela K-Y.",NA,NA,NA,NA,NA,NA,NA,The hard embodiment of culture,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,39,7,NA,NA,1278,1289,NA,10.1002/ejsp.671,NA,NA,9-Dec,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,WOS:000272572300030,NA,strack,2009
J,NA,"Taylor, Cheryl A.; Lord, Charles G.; Bond, Charles F., Jr.",NA,NA,NA,NA,NA,NA,NA,"Embodiment, Agency, and Attitude Change",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,97,6,NA,NA,946,962,NA,10.1037/a0017421,NA,NA,9-Dec,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000272496400002,NA,strack,2009
J,NA,"Vermeulen, Nicolas",NA,NA,NA,NA,NA,NA,NA,On the systematic social role of expressed emotions: An embodied perspective,NA,NA,NA,NA,NA,NA,NA,BEHAVIORAL AND BRAIN SCIENCES,NA,NA,NA,32,5,NA,NA,405,+,NA,10.1017/S0140525X09990112,NA,NA,9-Oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000271621600017,NA,strack,2009
J,NA,"Gendron, Maria; Barrett, Lisa Feldman",NA,NA,NA,NA,NA,NA,NA,Reconstructing the Past: A Century of Ideas About Emotion in Psychology,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,1,4,NA,NA,316,339,NA,10.1177/1754073909338877,NA,NA,9-Oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,WOS:000208387400004,NA,strack,2009
J,NA,"Brinol, Pablo; Petty, Richard E.; Wagner, Benjamin",NA,NA,NA,NA,NA,NA,NA,Body posture effects on self-evaluation: A self-validation approach,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,39,6,NA,NA,1053,1064,NA,10.1002/ejsp.607,NA,NA,9-Oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,WOS:000270271800013,NA,strack,2009
J,NA,"Davis, Joshua Ian; Senghas, Ann; Ochsner, Kevin N.",NA,NA,NA,NA,NA,NA,NA,How does facial feedback modulate emotional experience?,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF RESEARCH IN PERSONALITY,NA,NA,NA,43,5,NA,NA,822,829,NA,10.1016/j.jrp.2009.06.005,NA,NA,9-Oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,WOS:000271349900013,NA,strack,2009
J,NA,"Koriat, Asher; Nussinson, Ravit",NA,NA,NA,NA,NA,NA,NA,Attributing Study Effort to Data-Driven and Goal-Driven Effects: Implications for Metacognitive Judgments,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,NA,NA,NA,35,5,NA,NA,1338,1343,NA,10.1037/a0016374,NA,NA,9-Sep,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000269138400019,NA,strack,2009
J,NA,"Monin, Joan K.; Schulz, Richard",NA,NA,NA,NA,NA,NA,NA,Interpersonal Effects of Suffering in Older Adult Caregiving Relationships,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY AND AGING,NA,NA,NA,24,3,NA,NA,681,695,NA,10.1037/a0016355,NA,NA,9-Sep,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,WOS:000269933600016,NA,strack,2009
J,NA,"Mori, Kazuo; Mori, Hideko",NA,NA,NA,NA,NA,NA,NA,"ANOTHER TEST OF THE PASSIVE FACIAL FEEDBACK HYPOTHESIS: WHEN YOUR FACE SMILES, YOU FEEL HAPPY",NA,NA,NA,NA,NA,NA,NA,PERCEPTUAL AND MOTOR SKILLS,NA,NA,NA,109,1,NA,NA,76,78,NA,10.2466/PMS.109.1.76-78,NA,NA,9-Aug,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000270118700005,NA,strack,2009
J,NA,"Foroni, Francesco; Semin, Gun R.",NA,NA,NA,NA,NA,NA,NA,Language That Puts You in Touch With Your Bodily Feelings: The Multimodal Responsiveness of Affective Expressions,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,20,8,NA,NA,974,980,NA,10.1111/j.1467-9280.2009.02400.x,NA,NA,9-Aug,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,WOS:000268713200009,NA,strack,2009
J,NA,"Thomas, Laura E.; Lleras, Alejandro",NA,NA,NA,NA,NA,NA,NA,Swinging into thought: Directed movement guides insight in problem solving,NA,NA,NA,NA,NA,NA,NA,PSYCHONOMIC BULLETIN & REVIEW,NA,NA,NA,16,4,NA,NA,719,723,NA,10.3758/PBR.16.4.719,NA,NA,9-Aug,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,WOS:000269140600014,NA,strack,2009
J,NA,"Moons, Wesley G.; Leonard, Diana J.; Mackie, Diane M.; Smith, Eliot R.",NA,NA,NA,NA,NA,NA,NA,I feel our pain: Antecedents and consequences of emotional self-stereotyping,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,45,4,NA,NA,760,769,NA,10.1016/j.jesp.2009.04.016,NA,NA,9-Jul,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,WOS:000269278800016,NA,strack,2009
J,NA,"Schubert, Thomas W.; Koole, Sander L.",NA,NA,NA,NA,NA,NA,NA,The embodied self: Making a fist enhances men's power-related self-conceptions,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,45,4,NA,NA,828,834,NA,10.1016/j.jesp.2009.02.003,NA,NA,9-Jul,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,WOS:000269278800023,NA,strack,2009
J,NA,"Ashton-James, Claire E.; Chartrand, Tanya L.",NA,NA,NA,NA,NA,NA,NA,Social cues for creativity: The impact of behavioral mimicry on convergent and divergent thinking,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,45,4,NA,NA,1036,1040,NA,10.1016/j.jesp.2009.04.030,NA,NA,9-Jul,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,WOS:000269278800064,NA,strack,2009
J,NA,"Spokas, Megan; Luterek, Jane A.; Heimberg, Richard G.",NA,NA,NA,NA,NA,NA,NA,Social anxiety and emotional suppression: The mediating role of beliefs,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,NA,NA,NA,40,2,NA,NA,283,291,NA,10.1016/j.jbtep.2008.12.004,NA,NA,9-Jun,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,WOS:000265892600011,NA,strack,2009
J,NA,"Wiswede, Daniel; Muente, Thomas F.; Kraemer, Ulrike M.; Ruesseler, Jascha",NA,NA,NA,NA,NA,NA,NA,Embodied Emotion Modulates Neural Signature of Performance Monitoring,NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,4,6,NA,NA,NA,NA,e5754,10.1371/journal.pone.0005754,NA,NA,JUN 1 2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,WOS:000266528200007,NA,strack,2009
J,NA,"Schubert, Thomas W.",NA,NA,NA,NA,NA,NA,NA,"A New Conception of Spatial Presence: Once Again, with Feeling",NA,NA,NA,NA,NA,NA,NA,COMMUNICATION THEORY,NA,NA,NA,19,2,NA,NA,161,187,NA,10.1111/j.1468-2885.2009.01340.x,NA,NA,9-May,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,WOS:000265408000005,NA,strack,2009
J,NA,"Cretenet, Joel; Dru, Vincent",NA,NA,NA,NA,NA,NA,NA,"Influence of Peripheral and Motivational Cues on Rigid-Flexible Functioning: Perceptual, Behavioral, and Cognitive Aspects",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,NA,NA,NA,138,2,NA,NA,201,217,NA,10.1037/a0015379,NA,NA,9-May,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000265547100004,NA,strack,2009
J,NA,"Crawford, L. Elizabeth",NA,NA,NA,NA,NA,NA,NA,Conceptual Metaphors of Affect,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,1,2,NA,NA,129,139,NA,10.1177/1754073908100438,NA,NA,9-Apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,WOS:000208386600007,NA,strack,2009
J,NA,"Ping, Raedy M.; Dhillon, Sonica; Beilock, Sian L.",NA,NA,NA,NA,NA,NA,NA,Reach For What You Like: The Body's Role in Shaping Preferences,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,1,2,NA,NA,140,150,NA,10.1177/1754073908100439,NA,NA,9-Apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,WOS:000208386600008,NA,strack,2009
J,NA,"Glenberg, Arthur M.; Webster, Bryan J.; Mouilso, Emily; Havas, David; Lindeman, Lisa M.",NA,NA,NA,NA,NA,NA,NA,"Gender, Emotion, and the Embodiment of Language Comprehension",NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,1,2,NA,NA,151,161,NA,10.1177/1754073908100440,NA,NA,9-Apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,WOS:000208386600009,NA,strack,2009
J,NA,"Heberlein, Andrea S.; Atkinson, Anthony P.",NA,NA,NA,NA,NA,NA,NA,Neuroscientific Evidence for Simulation and Shared Substrates in Emotion Recognition: Beyond Faces,NA,NA,NA,NA,NA,NA,NA,EMOTION REVIEW,NA,NA,NA,1,2,NA,NA,162,177,NA,10.1177/1754073908100441,NA,NA,9-Apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,WOS:000208386600010,NA,strack,2009
J,NA,"Srivastava, Sanjay; Tamir, Maya; McGonigal, Kelly M.; John, Oliver P.; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,The Social Costs of Emotional Suppression: A Prospective Study of the Transition to College,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,96,4,NA,NA,883,897,NA,10.1037/a0014755,NA,NA,9-Apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,WOS:000264489400012,NA,strack,2009
J,NA,"Goldman, Alvin; de Vignemont, Frederique",NA,NA,NA,NA,NA,NA,NA,Is social cognition embodied?,NA,NA,NA,NA,NA,NA,NA,TRENDS IN COGNITIVE SCIENCES,NA,NA,NA,13,4,NA,NA,154,159,NA,10.1016/j.tics.2009.01.007,NA,NA,9-Apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,WOS:000265331300004,NA,strack,2009
J,NA,"Lewis, Michael B.; Bowler, Patrick J.",NA,NA,NA,NA,NA,NA,NA,Botulinum toxin cosmetic therapy correlates with a more positive mood,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF COSMETIC DERMATOLOGY,NA,NA,NA,8,1,NA,NA,24,26,NA,10.1111/j.1473-2165.2009.00419.x,NA,NA,9-Mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,WOS:000208136400006,NA,strack,2009
J,NA,"Ashton-James, Claire E.; Maddux, William W.; Galinsky, Adam D.; Chartrand, Tanya L.",NA,NA,NA,NA,NA,NA,NA,Who I Am Depends on How I Feel: The Role of Affect in the Expression of Culture,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,20,3,NA,NA,340,346,NA,10.1111/j.1467-9280.2009.02299.x,NA,NA,9-Mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,WOS:000263967200013,NA,strack,2009
J,NA,"Epstude, Kai; Mussweiler, Thomas",NA,NA,NA,NA,NA,NA,NA,What You Feel Is How You Compare: How Comparisons Influence the Social Induction of Affect,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,9,1,NA,NA,1,14,NA,10.1037/a0014148,NA,NA,9-Feb,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,WOS:000262972200001,NA,strack,2009
J,NA,"Hoefling, Atilla; Likowski, Katja U.; Deutsch, Roland; Haefner, Michael; Seibt, Beate; Muehlberger, Andreas; Weyers, Peter; Strack, Fritz",NA,NA,NA,NA,NA,NA,NA,When Hunger Finds No Fault With Moldy Corn: Food Deprivation Reduces Food-Related Disgust,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,9,1,NA,NA,50,58,NA,10.1037/a0014449,NA,NA,9-Feb,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,WOS:000262972200005,NA,strack,2009
J,NA,"Topolinski, Sascha; Strack, Fritz",NA,NA,NA,NA,NA,NA,NA,The Architecture of Intuition: Fluency and Affect Determine Intuitive Judgments of Semantic and Visual Coherence and Judgments of Grammaticality in Artificial Grammar Learning,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,NA,NA,NA,138,1,NA,NA,39,63,NA,10.1037/a0014678,NA,NA,9-Feb,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,WOS:000263006200003,NA,strack,2009
J,NA,"Fiori, Marina",NA,NA,NA,NA,NA,NA,NA,A New Look at Emotional Intelligence: A Dual-Process Framework,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,NA,NA,NA,13,1,NA,NA,21,44,NA,10.1177/1088868308326909,NA,NA,9-Feb,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,WOS:000262575100002,NA,strack,2009
J,NA,"Chartrand, Tanya L.; van Baaren, Rick",NA,NA,NA,NA,NA,NA,NA,HUMAN MIMICRY,NA,NA,NA,NA,NA,NA,NA,Advances in Experimental Social Psychology,NA,NA,NA,41,NA,NA,NA,219,274,NA,10.1016/S0065-2601(08)00405-X,NA,NA,2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,WOS:000264874200005,NA,strack,2009
J,NA,"Koole, Sander L.",NA,NA,NA,NA,NA,NA,NA,The psychology of emotion regulation: An integrative review,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,23,1,NA,NA,4,41,PII 906986882,10.1080/02699930802619031,NA,NA,2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,NA,NA,NA,NA,NA,NA,WOS:000261848800002,NA,strack,2009
