firstCoder,secondCoder,doi,authors,pubYear,excluded,exclusionReason,articleType,citesReplication,citationClassificationOriginal,citationClassificationAgreed,counterArguments,evidenceCounter,evidenceVerbatim,methodsCounter,methodsVerbatim,expertiseCounter,expertiseVerbatim,UT,case,timePeriod
SC,TH,10.1027/1864-9335/a000365,"Wenzel, Mario; Lind, Marina; Rowland, Zarah; Zahn, Daniala; Kubiak, Thomas",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"1) The replication project has been criticized for employing a first task that may not be depleting enough to yield an ego depletion effect (Baumeister & Vohs, 2016) and that the results were slightly moderated (but were still insignificant at each condition of the moderator) by English as the first language (Sripada, Kessler, & Jonides, 2016).              2)Lange and Eggert (2014) found significant performance differences in their self-control tasks; these differences could have been misattributed to the experimental manipulation, but instead, they were the result of baseline performance differences. This could also partially explain the substantial between-laboratory variance found in the multi-lab replication project (Hagger et al., 2016) for which all study centers used the same instructions and materials.         3) This design not only allows for a longer wash-out period, reducing possible effects due to practice or the experimental setup, but also tests for intraindividual moderators and mediators of the ego depletion effect within-subject by showing that changes of the level of an intraindividual moderator can explain individual self-control performance in the second task across the conditions. This is particularly important because one explanation for the null effects in the multilab replication project of ego depletion (Hagger et al., 2016) was that participants in the depletion condition found the first task frustrating but not fatiguing (Dang, 2017).",NA,NA,WOS:000495020100003,sripada,post
SC,TH,10.1027/1864-9335/a000393,"Wimmer, Marina C.; Dome, Lenard; Hancock, Peter J. B.; Wennekers, Thomas",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"Third, a preregistered replication study involving 23 laboratories that used the letter cancellation task as ego depletion measure and the multi-source interference task as outcome measure of inhibitory control (Carter et al., 2015; Etherton et al., 2018; Hagger et al., 2016) raised further doubts about the strength of the effect. However, interestingly the replication study showed great variations in task performance in accuracy both between ego depleted and control participants and across different laboratories (15%–44% of participants performing < 80% correct) and a great range of effect sizes on response time differences between ego depleted and control participants (95% CI on Cohen’s d = 0.06, 0.36). Moreover, other studies using the letter cancellation task in single laboratory studies found positive ego depletion effects using different types of outcome tasks (Baumeister et al., 1998; Stripada, Kessler, & Jonides, 2014; Wan & Sternthal, 2008; see also Hagger et al., 2010 for an overview) perhaps prematurely dismissing the existence of the effect per se.",NA,NA,WOS:000495020100007,sripada,post
SC,TH,10.1002/per.2208,"Wenzel, Mario; Rowland, Zarah; Zahn, Daniela; Kubiak, Thomas",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000478650900003,sripada,post
RT,TH,10.1016/j.actpsy.2018.11.001,"Lemonnier, Aurore; Alexopoulos, Theodore",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000456759100010,strack,post
RT,TH,10.3389/fpsyg.2018.02393,"Malkowski, Marcin; Clowes, Robert; Rucinska, Zuzanna; Przegalinska, Aleksandra; Zawidzki, Tadeusz; Krueger, Joel; Gies, Adam; McGann, Marek; Afeltowicz, Lukasz; Wachowski, Witold; Stjernberg, Fredrik; Loughlin, Victor; Hohol, Mateusz",2018,FALSE,NA,No empirical data,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000452296600001,strack,post
RT,TH,10.3389/fpsyg.2018.02089,"Rosseland, Ragna; Pallesen, Stale; Nordhus, Inger Hilde; Matre, Dagfinn; Blagestad, Tone",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000448900000001,strack,post
RT,TH,10.3758/s13423-017-1361-1,"Sidhu, David M.; Pexman, Penny M.",2018,FALSE,NA,No empirical data,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000446540900004,strack,post
SC,TH,10.1177/0016986218784178,"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.",2018,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000444404500003,strack,post
SC,TH,10.1371/journal.pone.0197651,"Niedenthal, Paula M.; Rychlowska, Magdalena; Wood, Adrienne; Zhao, Fangyun",2018,FALSE,NA,Empirical data - survey,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000440415500007,strack,post
SC,MN,10.1037/fam0000345,"Vrijhof, Claudia I.; van der Voort, Anja; van IJzendoorn, Marinus H.; Euser, Saskia",2018,FALSE,NA,Empirical data - field study,TRUE,unclassifiable,unclassifiable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000427608700007,strack,post
SC,MN,10.1080/17470218.2016.1261913,"Berndt, Eduard; Dudschig, Carolin; Kaup, Barbara",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000423317700013,strack,post
SC,MN,10.1080/09658211.2018.1470645,"Wildschut, Tim; Sedikides, Constantine; Robertson, Sara",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000435699500002,strack,post
SC,MN,10.1080/02699931.2018.1418197,"Rothermund, Klaus; Koole, Sander L.",2018,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000424988300001,strack,post
SC,MN,10.1016/j.yhbeh.2016.11.003,"Smith, Kristopher M.; Apicella, Coren L.",2017,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000404318100019,strack,post
SC,MN,10.3758/s13415-017-0503-2,"Davis, Joshua D.; Winkielman, Piotr; Coulson, Seana",2017,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000400051100013,strack,post
SC,MN,10.3389/fpsyg.2017.00394,"Baumeister, Jenny C.; Foroni, Francesco; Conrad, Markus; Rumiati, Raffaella I.; Winkielman, Piotr",2017,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000397317300001,strack,post
MN,TH,10.1080/01973533.2019.1577736,"Stroebe, Wolfgang",2019,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"1: ""Given that multiple successful conceptual replications of the Pen-Study had already been published,7 it came as a surprise that the 17 laboratories from eight countries failed to find an effect of the pen manipulation on ratings of the funniness of cartoons (Wagenmakers et al., 2016). However, on closer reading of the publication, the reason for this failure became apparent (Strack, 2016; Stroebe, 2016b). In their pursuit of ‚Äútrue effects,‚Äù Wagenmakers and colleagues had decided to videotape participants during the experiment to make sure that they followed instructions. This would have been no problem had they used hidden cameras. But participants were told that they would be videotaped and had the camera in full sight. As Strack (2016) pointed out in his reflections on the Wagenmakers et al. (2016) study, this might have been responsible for the failure of the pen manipulation having an effect. As Strack (2016) pointed out in his reflections on the Wagenmakers et al. (2016) study, this might have been responsible for the failure of the pen manipulation having an effect."" 
  2: ""Whereas the condition without a camera replicated the original effect of Strack et al. (1988), the insertion of a camera eliminated the effect and thus replicated the null-finding of Wagenmakers et al. (2016)."" 3: ""For example, Wagenmakers et al. (2016) used cartoons as dependent measure that had been pretested with Dutch students from the University of Amsterdam. It is hardly likely that students in other countries, who participated in this study, had the same sense of humor as these Dutch students."" 4: ""Another example of a failed replication‚Äîthe attempt by Wagenmakers et al. (2016) to replicate the so-called Pen-Study of Strack, Martin, and Stepper (1988)‚Äîillustrates that exact replications can become inexact when experimenters try to improve on the original procedure.""",NA,NA,WOS:000463801200001,strack,post
MN,TH,10.1080/02699931.2019.1567464,"Wentura, Dirk",2019,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"""However, there might be situations where parts of the network that are typically established as a consequence of X and Y might be fixed due to other causes (e.g. facial muscle states) and somewhat bias the system to settle into a specific maximum (Strack, Martin, & Stepper, 1988). Of course, plausibility arguments tell us from the start that these biases can only be weak, making their assessment problematic (e.g. Wagenmakers et al., 2016).""",NA,NA,WOS:000461547700013,strack,post
RT,TH,NA,"Schwarz, Norbert; Lee, Spike W. S.",2019,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"Facilitating or impairing a person's bodily response to a stimulus also facilitates or impairs the person's affective experience of the stimulus. As Strack, Martin, and Stepper (1988) showed by varying the way in which participants held a pen in the mouth, a cartoon is perceived as funnier when the viewer's face can respond with a smile than when pursed lips inhibit a smile. This subtle manipulation proved less robust than expected in a large-scale replication effort (Waagenmakers et al., 2016) that included video recordings of participants’ faces to monitor their compliance with the procedures. However, being aware that one is being recorded is a powerful manipulation by itself (see Duval and Wicklund’s, 1972, work on objective self-awareness). Varying the presence vs. absence of a video recording, Noah, Mayo, and Schul (2017) found that the original Strack et al. (1988) findings replicated in the absence of a camera, but not when participants knew that they were being recorded.",NA,NA,WOS:000461333400011,strack,post
RT,TH,10.1038/s41598-018-33119-1,"Lewis, Michael B.",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,TRUE,"The common explanation for the effect that BTX has on mood derives from the facial feedback hypothesis12. This theory suggests that forming a facial expression strengthens the internal feeling of that expression. Demonstrations of this effect include that smiling causes a cartoon to seem funnier13. Although there has been a challenge to this original finding14, there have been many replications of the principle and a meta-analysis shows a robust facial-feedback effect15.",NA,NA,NA,NA,WOS:000446339400004,strack,post
SC,TH,10.3389/fpsyg.2018.00998,"Hauser, David J.; Ellsworth, Phoebe C.; Gonzalez, Richard",2018,FALSE,NA,No empirical data,TRUE,equivocal,equivocal,TRUE,NA,NA,TRUE,"""Because these questions can change people’s subsequent responses, including them in a replication limits a replicator’s ability to make claims about the reproducibility of the original study because the replicator has effectively run a different study.These issues have been raised in discussions of registered replications. A multi-lab preregistered replication of the famous “pen in mouth” study (Strack et al., 1988) failed to replicate the original effect that a pen held between the teeth (inducing a smile) causes participants to rate cartoons as being funnier than a pen held between lips (Wagenmakers et al., 2016). However, the replication project added a manipulation check to the original design. Unlike the original study, the replication also focused a video camera on the participants and informed them that researchers would be recording their actions in order to verify that they were following instructions correctly (steps 16 and 17 in protocol; Beek et al., 2015). Strack (2016) suggested that pointing a video camera at participants may have induced a focus on the self that could interfere with misattributing amusement to the cartoons. Lengthy arguments about the validity of the replication project pervaded discussions in Psychological Methods Facebook groups and academic Twitter. Recently, Noah et al. (2018) conducted another pre-registered replication of the facial feedback study, this time manipulating the presence vs. absence of the video camera. The facial feedback effect replicated with the camera absent, but did not replicate with the camera present. However, the interaction of camera × facial feedback was not conventionally significant, so many still debate whether the Wagenmakers et al. (2016) non-replication was due to the interference of the manipulation check or due to a genuine failure to replicate the original effect. However, one thing is certain: adding a manipulation check to a replication project that was not present in the original study can cause others to question the relevance of the replication’s results to the reproducibility of the original effect.",NA,NA,WOS:000435853400001,strack,post
MN,SC,10.1037/pspa0000121,"Noah, Tom; Schul, Yaacov; Mayo, Ruth",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"1: In the current research we suggest that the diminished reliance on internal cues when one feels observed can inform the recent discussion about the facial-feedback effect (Strack, Martin, & Stepper, 1988) and its failed replication attempts (Wagenmakers et al., 2016).              2: Accordingly, we propose that the two sets of findings, namely the presence of the facial-feedback effect under the conditions of the original experiment (Strack et al., 1988) and its absence under the conditions of the replication experiments (Wagenmakers et al., 2016), are not contradictory. Rather, they are consistent with the influence of feeling observed on people’s reliance on their inner cues.                3: Our results suggest that the original findings of a facial feedback effect (Strack et al., 1988) and the null effect in the replication studies (Wagenmakers et al., 2016) are not contradictory: The facial-feedback effect was present when the camera was absent and participants were not concerned with performance monitoring; The effect diminished when the participants’ performance was recorded and participants were warned that their performance was being monitored. Put differently, our findings are consistent with the conjecture that the replication study included a procedural variation (i.e., a presence of a camera) that influenced the effect in question",NA,NA,WOS:000430423100001,strack,post
SC,MN,10.1007/s10919-017-0264-1,"Soderkvist, Sven; Ohlen, Kajsa; Dimberg, Ulf",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,TRUE,"3: It is also important to note, as Wagenmakers et al. (2016) do as well, that the failed replication does not mean a general refutation of the facial feedback hypothesis. Indeed, as the results of the present study also suggest, facial feedback effects have been demonstrated in numerous studies that cover a wide range of different methods.",TRUE,"1: ""However, it is necessary to note that holding a pen between the lips, and thereby activating the orbicularis oris, does not constitute a complete and valid expression of anger (Ekman and Friesen 1975; Hjortsj√∂ 1970). An essential part of expressing anger is to frown and this action was not included in the study by Strack et al. (1988), and by extension not in the replication effort (Wagenmakers et al. 2016). Therefore, it is unclear if it is effective enough to compare these two muscle groups to each other, since it is possible that the rated funniness had been lower if the participants had also been instructed to frown to the cartoons."" 2: ""The effort by Wagenmakers et al. (2016) to replicate the well-known feedback study by Strack et al. (1988) is the largest and most ambitious replication study of facial feedback to this day. As discussed earlier, they could not replicate the original results which questions the original study, but it should also be noted that some of the methodological choices made in the replication study have been questioned by Strack (2016).""",NA,NA,WOS:000425296000007,strack,post
SC,MN,10.1007/s10936-017-9522-y,"Tillman, Richard; Louwerse, Max",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,TRUE,"Recently, a more dramatic explanation has emerged, raising doubt on the facial feedback hypothesis itself. Seventeen independent direct replications of the Strack et al. procedure did not yield evidence for a facial feedback effect (Wagenmakers et al. 2016). Thus, perhaps the lack of significance in Experiment 2 is due to not having a sufficiently strong context in which to present an embodied task. However, since Wagenmakers et al. acknowledge that the lack of replication does not necessarily negate all evidence that there can be an effect of facial feedback, we suggest that future studies could utilize a number of methods that can elicit a more embodied approach.",NA,NA,NA,NA,WOS:000424220500009,strack,post
SC,MN,10.1146/annurev-psych-122216-011836,"Nelson, Leif D.; Simmons, Joseph; Simonsohn, Uri",2018,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,TRUE,NA,NA,TRUE,"Even when the original design and the replication design are strictly identical, people may debate whether they are psychologically identical. For example, Doyen et al. (2012) failed to replicate the seminal study by Bargh et al. (1996), in which US participants primed with words associated with the elderly were reported to have walked more slowly when exiting the experiment. Stroebe & Strack (2014, p. 62), citing differences in the times and locations of the studies, wrote, “it is also possible that the concept of ‘walking slowly’ is not a central part of the stereotype of [the] elderly in Belgium some 20 years later.” Similarly, when a registered replication report (Wagenmakers et al. 2016) failed to replicate Strack et al.’s (1988) finding that participants evaluate cartoons as funnier when biting a pencil in a way that makes them smile, Strack (2016, p. 929) responded that “despite the [similar] obtained ratings of funniness [M = 4.73 in original, M = 4.59 in replication], it must be asked if Gary Larson’s The Far Side cartoons [used in these studies] that were iconic for the zeitgeist of the 1980s instantiated similar psychological conditions 30 years later.”",NA,NA,WOS:000424143700022,strack,post
SC,MN,10.1111/ejop.12233,"Cochrane, Tom",2017,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE,TRUE,"One striking piece of evidence in favour of Laird’s claim is the observation that some people are more susceptible than others to what is known as the ‘facial feedback’ effect.18 FOOTNOTE: It should be noted that given a recent replication failure of one of the original experiments supporting facial feedback (Wagenmakers et al. (2016) replicating Strack, Martin & Stepper 1988), this phenomenon is currently under doubt. However, Laird draws together a wide variety of data confirming the existence of this effect, in addition to making some useful qualifications about individual variability.",NA,NA,NA,NA,WOS:000423213900029,strack,post
SC,MN,10.1016/j.neubiorev.2017.05.013,"Prochazkova, Eliska; Kret, Mariska E.",2017,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE,TRUE,"In summary, although mimicry research has been very informative, a careful test for a causal relationship between mimicry and emotion recognition is far from established and is an important issue to be addressed in future research. Despite a growing body of literature, the empirical support for the role of mimicry in emotion processing has remained controversial (Bogart and Matsumoto, 2010, Wagenmakers et al., 2016). We propose that is partly because the underlying mechanisms of emotional contagion remain largely elusive and not very well integrated.",NA,NA,NA,NA,WOS:000416879800008,strack,post
SC,MN,10.1016/j.concog.2017.05.006,"Kaiser, Jakob; Davey, Graham C. L.",2017,FALSE,NA,Empirical data - laboratory study,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000406992100003,strack,post
SC,MN,10.3389/fpsyg.2017.00702,"Strack, Fritz",2017,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE,NA,NA,NA,NA,TRUE,"In contrast, what is informative for replications? Not that the original finding has been replicated, but that it has been “overturned.” Even if the editors' bias (Gertler, 2016) bias is controlled by preregistration, overturned findings are more likely to attract readers' attention and to get cited. In a scientific debate, both tendencies contribute to a critical evaluation that may create new insights. However, there is an important difference between these two biases in that a positive effect can only be obtained by increasing the systematic variance and/or decreasing the error variance. Typically, this requires experience with the subject matter and some effort in controlling unwanted influences, while this may also create some undesired biases. In contrast, to overturn the original result, it is sufficient to decrease the systematic variance and to increase the error. In other words, it is easier to be successful at non-replications while it takes expertise and diligence to generate a new result in a reliable fashion. If this is the case, it should be reflected in measures of academic achievement, e.g., in the h-index or in the number of previous publications. Although, the last word is not yet spoken, data from Gertler (2016) and Bench et al. (2017) suggest that this asymmetry may be empirically founded.",WOS:000401357900001,strack,post
MN,TH,10.1111/mila.12203,"Shapiro, Lawrence A.",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000458335300001,strack,post
MN,TH,10.1080/00224545.2018.1454881,"Koerner, Anita; Strack, Fritz",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000455200000008,strack,post
MN,TH,10.1097/DSS.0000000000001613,"Dayan, Steven H.; Bacos, Jonathan T.; Gandhi, Nimit D.; Ho, Thuy-Van T.; Kalbag, Arjun",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000462415200013,strack,post
RT,TH,10.1016/j.acclit.2018.03.006,"Olsen, Carmen; Gold, Anna",2018,TRUE,Cited in references but not in text,No empirical data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000448608400008,strack,post
RT,TH,10.1016/j.biopsycho.2018.10.012,"Smith, Ryan; Killgore, William D. S.; Alkozei, Anna; Lane, Richard D.",2018,FALSE,NA,No empirical data,FALSE,equivocal,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000451216000014,strack,post
RT,TH,10.1177/1368431017736995,"Ringmar, Erik",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000446200100003,strack,post
RT,TH,10.1093/jcr/ucy013,"Van Kerckhove, Anneleen; Pandelaere, Mario",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000449045700009,strack,post
SC,TH,10.1111/etho.12207,"Seligman, Rebecca",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000443682400007,strack,post
SC,TH,10.1177/0956797618765477,"de la Rosa, Stephan; Fademrecht, Laura; Buelthoff, Heinrich H.; Giese, Martin A.; Curio, Cristobal",2018,FALSE,NA,Empirical data - laboratory study,FALSE,equivocal,equivocal,NA,NA,NA,NA,NA,NA,NA,WOS:000441286400005,strack,post
SC,TH,10.1016/j.tate.2018.05.008,"Taxer, Jamie L.; Gross, James J.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000436650300016,strack,post
SC,TH,10.3389/fnins.2018.00463,"Luo, Siyang; Zhang, Xiao",2018,FALSE,NA,Empirical data - laboratory study,FALSE,unfavourable,unfavourable,NA,NA,NA,NA,NA,NA,NA,WOS:000437893700002,strack,post
SC,TH,10.1016/j.neuropsychologia.2017.08.018,"Hsu, Chun-Ting; Sims, Thomas; Chakrabarti, Bhismadev",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000443791400008,strack,post
SC,TH,10.1002/ijop.12371,"Wang, Jingjing; Li, Weijian; Li, Xinyu; Li, Ping; Zhang, Yuchi; Jia, Xiaoyu; Chen, Yue; Vanhoy, Mickie; Sun, Binghai",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000433577700004,strack,post
SC,TH,10.1016/j.jesp.2017.12.005,"Nayakankuppam, Dhananjay; Priester, Joseph R.; Kwon, Jae Hwan; Donovan, Leigh Anne Novak; Petty, Richard E.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000432508900006,strack,post
MN,SC,10.3389/fnhum.2018.00174,"Osypiuk, Kamila; Thompson, Evan; Wayne, Peter M.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000431230000001,strack,post
SC,MN,10.1093/scan/nsy005,"Jospe, Karine; Floeel, Agnes; Lavidor, Michal",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000427017200007,strack,post
SC,MN,10.1007/s11097-017-9508-0,"Fridland, Ellen; Wiers, Corinde E.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000419995900002,strack,post
SC,MN,10.1016/j.copsyc.2017.04.015,"Huesmann, L. Rowell",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000419561300023,strack,post
SC,MN,10.3389/fpsyg.2017.02278,"Deng, Huan; Hu, Ping",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000419400200001,strack,post
SC,MN,10.1109/ICTAI.2018.00159,"Saggese, Davide; Cordasco, Gennaro; Maldonato, Mauro N.; Bourbakis, Nikolaos; Vinciarelli, Alessandro; Esposito, Anna",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000457750200149,strack,post
SC,MN,10.1155/2018/5741941,"Prenger, Margaret T. M.; MacDonald, Penny A.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000451205500001,strack,post
SC,MN,10.5127/pr.035714,"Gjelsvik, Bergljot; Lovric, Darko; Williams, J. Mark G.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000446859400010,strack,post
SC,MN,10.1080/02134748.2018.1483623,"Santos, David; Stavraki, Maria; Gandarillas, Beatriz; Cancela, Ana; Brinol, Pablo",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000441736200003,strack,post
SC,MN,10.1159/000488103,"Borg, Celine; Bouazza, Zineb; Godeau, Marielle; Getenet, Jean-Claude; Chainay, Hanna",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000437469600003,strack,post
SC,MN,10.1075/rcl.00004.gib,"Gibbs, Raymond W., Jr.; Samermit, Patrawat; Karzmark, Christopher R.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000435611300004,strack,post
SC,MN,10.1080/14675986.2017.1405536,"Bar Shalom, Yehuda; Grebelsy-Lichtman, Tsfira; Alayan, Fatima",2018,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000430970000009,strack,post
SC,MN,10.1075/target.14124.coh,"Cohen, Imogen",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000429774900002,strack,post
SC,MN,10.1093/jopart/mux028,"Eldor, Liat",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000428114500006,strack,post
SC,MN,10.1016/j.jsp.2017.07.004,"King, Ronnel B.; Datu, Jesus Alfonso",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000417660900009,strack,post
SC,MN,10.3389/fpsyg.2017.02097,"Ueda, Yoshiyuki; Nagoya, Kie; Yoshikawa, Sakiko; Nomura, Michio",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000416818100002,strack,post
SC,MN,10.1016/j.psychres.2017.08.090,"Shenaar-Golan, Vered; Wald, Nava; Yatzkar, Uri",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000416184500077,strack,post
SC,MN,10.1007/s11097-016-9477-8,"Schiavio, Andrea; van der Schyff, Dylan; Cespedes-Guevara, Julian; Reybrouck, Mark",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000412916400002,strack,post
SC,MN,10.1016/j.foodqual.2017.04.005,"Prescott, John",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000411298600042,strack,post
SC,MN,10.3389/fpsyg.2017.01546,"Zhou, Yanyun; Zhang, Yifei; Hommel, Bernhard; Zhang, Hao",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000411928000001,strack,post
SC,MN,10.1002/jls.21519,"Sacavem, Antonio; Martinez, Luis F.; da Cunha, Joao Vieira; Abreu, Ana Maria; Johnson, Stefanie K.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000418714400003,strack,post
SC,MN,10.1016/j.appet.2017.05.037,"Schmidt, Jennifer; Martin, Alexandra",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000405972700062,strack,post
SC,MN,10.3389/fpsyg.2017.01277,"Weis, Patrick P.; Herbert, Cornelia",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000408200500001,strack,post
SC,MN,10.1037/emo0000284,"Rice, Elise L.; Fredrickson, Barbara L.",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000423033000007,strack,post
SC,MN,10.3389/fpsyg.2017.00945,"Nowak, Andrzej; Vallacher, Robin R.; Zochowski, Michal; Rychwalska, Agnieszka",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000403137300001,strack,post
SC,MN,10.1111/bjso.12183,"Brinol, Pablo; Petty, Richard E.; Belding, Jennifer",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000405296100003,strack,post
SC,MN,10.1037/xlm0000358,"Cardwell, Brittany A.; Newman, Eryn J.; Garry, Maryanne; Mantonakis, Antonia; Beckett, Randi",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000402136600008,strack,post
