PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM,case,pubYear
J,"Gullo, Matthew J.; Loxton, Natalie J.; Price, Therese; Voisey, Joanne; Young, Ross McD.; Connor, Jason P.",NA,NA,NA,NA,NA,NA,NA,A laboratory model of impulsivity and alcohol use in late adolescence,NA,NA,NA,NA,NA,NA,NA,BEHAVIOUR RESEARCH AND THERAPY,NA,NA,NA,97,NA,NA,NA,52,63,NA,10.1016/j.brat.2017.07.003,NA,NA,Oct-17,2017,"Impulsivity is a core characteristic of externalizing problems and a robust predictor of alcohol use in adolescence. There is little evidence on the causal mechanisms through which impulsivity influences drinking or how they are affected by key social factors (peer influence). This study reports the development of the first comprehensive laboratory model of adolescent impulsivity and alcohol use. One hundred and twenty adolescents (50% female). of legal drinking age (M = 19.47 years, SD = 1.12) in Australia (18+ years) were subjected to 1 of 3 experimental manipulations to increase impulsive behavior (reward cue exposure, negative mood induction, ego depletion). Changes in disinhibition (stop signal task) and reward-seeking (BAS-Fun Seeking) were measured before completing a laboratory drinking task alone or with a heavy-drinking confederate. Reward cue exposure increased alcohol consumption, with the effect mediated by increased reward-seeking. Negative mood induction increased disinhibition, but not drinking. The presence of a heavy-drinking peer directly increased alcohol consumption in an additive fashion. Findings provide causal evidence that extends survey-based research by highlighting the role of reward-related impulsivity in adolescent alcohol use. The new laboratory model can provide novel insights into the psychological processes underlying adolescent impulsivity and impulsivity-related drinking. (C) 2017 Elsevier Ltd. All rights reserved.",NA,"[Gullo, Matthew J.; Loxton, Natalie J.; Price, Therese; Connor, Jason P.] Univ Queensland, Ctr Youth Substance Abuse Res, Mental Hlth Ctr, Royal Brisbane & Womens Hosp, K Floor, Herston, Qld 4029, Australia; [Loxton, Natalie J.] Griffith Univ, Sch Appl Psychol, Mt Gravatt Campus,176 Messines Ridge Rd, Brisbane, Qld 4111, Australia; [Voisey, Joanne] Queensland Univ Technol, Inst Hlth & Biomed Innovat, 60 Musk Ave, Kelvin Grove, Qld 4059, Australia; [Young, Ross McD.] Queensland Univ Technol, Fac Hlth, Victoria Pk Rd, Kelvin Grove, Qld, Australia; [Connor, Jason P.] Univ Queensland, Fac Med, Discipline Psychiat, Mental Hlth Ctr,Royalrisbane & Womens Hosp, K Floor, Herston, Qld 4029, Australia; [Gullo, Matthew J.] Univ Queensland, Ctr Youth Substance Abuse Res, Mental Hlth Ctr, Royal Brisbane & Womens Hosp, K Floor, Herston, Qld 4029, Australia",NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,"Psychology, Clinical",WOS:000412258200006,NA,hagger,2017
J,"Savani, Krishna; Job, Veronika",NA,NA,NA,NA,NA,NA,NA,Reverse Ego-Depletion: Acts of Self-Control Can Improve Subsequent Performance in Indian Cultural Contexts,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,113,4,NA,NA,589,607,NA,10.1037/pspi0000099,NA,NA,Oct-17,2017,"The strength model of self-control has been predominantly tested with people from Western cultures. The present research asks whether the phenomenon of ego-depletion generalizes to a culture emphasizing the virtues of exerting mental self-control in everyday life. A pilot study found that whereas Americans tended to believe that exerting willpower on mental tasks is depleting, Indians tended to believe that exerting willpower is energizing. Using dual task ego-depletion paradigms, Studies 1a, 1b, and 1c found reverse ego-depletion among Indian participants, such that participants exhibited better mental self-control on a subsequent task after initially working on strenuous rather than nonstrenuous cognitive tasks. Studies 2 and 3 found that Westerners exhibited the ego-depletion effect whereas Indians exhibited the reverse ego-depletion effect on the same set of tasks. Study 4 documented the causal effect of lay beliefs about whether exerting willpower is depleting versus energizing on reverse ego-depletion with both Indian and Western participants. Together, these studies reveal the underlying basis of the ego-depletion phenomenon in culturally shaped lay theories about willpower.",NA,"[Savani, Krishna] Nanyang Technol Univ, Dept Strategy Management & Org, Cultural Sci Inst, Singapore, Singapore; [Savani, Krishna] Nanyang Technol Univ, Inst Asian Consumer Insight, Nanyang Business Sch, Singapore, Singapore; [Job, Veronika] Univ Zurich, Dept Psychol, Zurich, Switzerland; [Savani, Krishna] Nanyang Technol Univ, Nanyang Business Sch, 50 Nanyang Ave S3-01C-81, Singapore 639798, Singapore",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,"Psychology, Social",WOS:000412445100005,NA,hagger,2017
J,"Zhang, Rui; Stock, Ann-Kathrin; Rzepus, Anneka; Beste, Christian",NA,NA,NA,NA,NA,NA,NA,Self-Regulatory Capacities Are Depleted in a Domain-Specific Manner,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN SYSTEMS NEUROSCIENCE,NA,NA,NA,11,NA,NA,NA,NA,NA,70,10.3389/fnsys.2017.00070,NA,NA,SEP 28 2017,2017,"Performing an act of self-regulation such as making decisions has been suggested to deplete a common limited resource, which impairs all subsequent self-regulatory actions (ego depletion theory). It has however remained unclear whether self-referred decisions truly impair behavioral control even in seemingly unrelated cognitive domains, and which neurophysiological mechanisms are affected by these potential depletion effects. In the current study, we therefore used an inter-individual design to compare two kinds of depletion, namely a self-referred choice-based depletion and a categorization-based switching depletion, to a non-depleted control group. We used a backward inhibition (BI) paradigm to assess the effects of depletion on task switching and associated inhibition processes. It was combined with EEG and source localization techniques to assess both behavioral and neurophysiological depletion effects. The results challenge the ego depletion theory in its current form: Opposing the theory's prediction of a general limited resource, which should have yielded comparable effects in both depletion groups, or maybe even a larger depletion in the self-referred choice group, there were stronger performance impairments following a task domain-specific depletion (i.e., the switching-based depletion) than following a depletion based on self-referred choices. This suggests at least partly separate and independent resources for various cognitive control processes rather than just one joint resource for all self-regulation activities. The implications are crucial to consider for people making frequent far-reaching decisions e.g., in law or economy.",NA,"[Zhang, Rui; Stock, Ann-Kathrin; Rzepus, Anneka; Beste, Christian] Tech Univ Dresden, Fac Med, Dept Child & Adolescent Psychiat, Cognit Neurophysiol, Dresden, Germany; [Beste, Christian] Natl Inst Mental Hlth, Expt Neurobiol, Klecany, Czech Republic; [Stock, Ann-Kathrin] Tech Univ Dresden, Fac Med, Dept Child & Adolescent Psychiat, Cognit Neurophysiol, Dresden, Germany",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Neurosciences,WOS:000411948300001,NA,hagger,2017
J,"Arber, Madeleine M.; Ireland, Michael J.; Feger, Roy; Marrington, Jessica; Tehan, Joshua; Tehan, Gerald",NA,NA,NA,NA,NA,NA,NA,Ego Depletion in Real-Time: An Examination of the Sequential-Task Paradigm,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,8,NA,NA,NA,NA,NA,1672,10.3389/fpsyg.2017.01672,NA,NA,SEP 26 2017,2017,"Current research into self-control that is based on the sequential task methodology is currently at an impasse. The sequential task methodology involves completing a task that is designed to tax self-control resources which in turn has carry-over effects on a second, unrelated task. The current impasse is in large part due to the lack of empirical research that tests explicit assumptions regarding the initial task. Five studies test one key, untested assumption underpinning strength (finite resource) models of self-regulation: Performance will decline over time on a task that depletes self-regulatory resources. In the aftermath of high profile replication failures using a popular letter-crossing task and subsequent criticisms of that task, the current studies examined whether depletion effects would occur in real time using letter-crossing tasks that did not invoke habit-forming and breaking, and whether these effects were moderated by administration type (paper and pencil vs. computer administration). Sample makeup and sizes as well as response formats were also varied across the studies. The five studies yielded a clear and consistent pattern of increasing performance deficits (errors) as a function of time spent on task with generally large effects and in the fifth study the strength of negative transfer effects to a working memory task were related to individual differences in depletion. These results demonstrate that some form of depletion is occurring on letter-crossing tasks though whether an internal regulatory resource reservoir or some other factor is changing across time remains an important question for future research.",NA,"[Tehan, Gerald] Univ Southern Queensland, Sch Psychol & Counselling, Springfield, Qld, Australia; Univ Southern Queensland, Inst Resilient Reg, Springfield, Qld, Australia; [Tehan, Gerald] Univ Southern Queensland, Sch Psychol & Counselling, Springfield, Qld, Australia",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000411697700001,NA,hagger,2017
J,"Randles, Daniel; Harlow, Iain; Inzlicht, Michael",NA,NA,NA,NA,NA,NA,NA,A pre-registered naturalistic observation of within domain mental fatigue and domain-general depletion of self-control,NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,12,9,NA,NA,NA,NA,e0182980,10.1371/journal.pone.0182980,NA,NA,SEP 20 2017,2017,"Self-control is often believed to operate as if it were a finite, domain-general resource. However, recent attempts to demonstrate this under transparent conditions have failed to yield positive results. In the current study, we monitor two groups of students (N1 = 8,867, N2 = 8,754) over separate 17-week intervals with 24-hour coverage, as they engage in voluntary learning and self-testing using an online program. We use daily behavior to assess whether time-of-day effects support domain-general theories of self-control. Additionally, we assess whether mental fatigue emerges within task during prolonged persistent effort. Results reveal within-task fatigue emerges within an hour on-task. However, there is a negligible effect on ability throughout the day. Additionally, time-of-day has no detrimental effect on motivation; rather there is a strong tendency to increase learning time at night. Results are consistent with theories indicating people lose motivation within a specific task, but at odds with theories that argue for a domain-general self-control resource.",NA,"[Randles, Daniel; Inzlicht, Michael] Univ Toronto, Dept Psychol, Toronto, ON, Canada; [Harlow, Iain] Cerego, Learning & Data Sci Grp, San Francisco, CA USA; [Inzlicht, Michael] Univ Toronto, Rotman Sch Management, Toronto, ON, Canada; [Randles, Daniel] Univ Toronto, Dept Psychol, Toronto, ON, Canada",NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,Multidisciplinary Sciences,WOS:000411314700007,NA,hagger,2017
J,"Thomas, Kathleen Delaney",NA,NA,NA,NA,NA,NA,NA,User-Friendly Taxpaying,NA,NA,NA,NA,NA,NA,NA,INDIANA LAW JOURNAL,NA,NA,NA,92,4,NA,NA,1509,1558,5,NA,NA,NA,FAL 2017,2017,"Technology is revolutionizing our lives. With the touch of a button or a simple voice command, we can instantly order groceries, get directions, or find the nearest sushi restaurant. Sensibly, the private sector has capitalized on these recent innovations to drive up profits. To sell more laundry detergent, Amazon now enables consumers to order refills by simply pressing the ""dash button"" mounted above their laundry machines. Starbucks lures more customers by allowing them to pre-order online and have their drink waiting when they arrive at the store. The theory behind this approach is simple: if you want someone to use your product or service, you should make it as quick and easy as possible for them to do so. This Article makes a novel argument to extend this line of reasoning to encourage better compliance with the tax laws. In making this argument, the Article draws upon behavioral science research showing that complexity impacts individuals' decision making and encourages dishonesty. The Article then offers a number of proposals for how policy makers could simplify individuals' interactions with the tax system. For example, the IRS could allow taxpayers to easily record their income and deductions online during the year using smart phones or tablets. Those items could be stored in an online personal taxpayer account and, at the end of the year, automatically uploaded to an electronic return. Easing the burden of taxpaying should encourage more taxpayers to report honestly, in addition to reducing their compliance costs. In the same way that designing products or websites to be user-friendly encourages their use, making the tax system more user-friendly should attract more voluntary participation.",NA,"[Thomas, Kathleen Delaney] Univ N Carolina, Sch Law, Law, Chapel Hill, NC 27515 USA; [Thomas, Kathleen Delaney] Univ N Carolina, Sch Law, Law, Chapel Hill, NC 27515 USA",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Law,WOS:000419802300005,NA,hagger,2017
J,"Chiou, Wen-Bin; Wu, Wen-Hsiung; Cheng, Wen",NA,NA,NA,NA,NA,NA,NA,Self-control and honesty depend on exposure to pictures of the opposite sex in men but not women,NA,NA,NA,NA,NA,NA,NA,EVOLUTION AND HUMAN BEHAVIOR,NA,NA,NA,38,5,NA,NA,616,625,NA,10.1016/j.evolhumbehav.2017.02.001,NA,NA,Sep-17,2017,"Research has shown that viewing stimuli that induce mating or sex motivation can push men towards greater impulsivity, a manifestation of lower self-control. Recent advances in research on the connection between selfcontrol and moral behavior indicate that low self-control is associated with increased dishonesty. From an evolutionary perspective, when mating motivation is activated, men may behave in dishonest ways by projecting characteristics in line with women's mate preferences to enhance their sexual attractiveness. We tested the possibility that exposure to pictures of sexually appealing women would engender lower self-control, leading men to behave dishonestly. The results showed that a state of lower self-control was observed in males who viewed women rated high on sexual attractiveness but not in males who viewed women rated low on sexual attractiveness or in females who viewed men (Experiment 1). Compared with control participants, male participants exposed to pictures of sexy women were less likely to return excess money received for participating (Experiment 2) and more likely to cheat in a matrix task (Experiments 3 and 4). State self-control mediated the link between exposure to sexual stimuli and dishonest behavior in men (Experiments 2 and 4). For men whose mating motivation is heightened by exposure to sexual stimuli, dishonesty appears to be a tactic for projecting characteristics preferred by women (e.g., large economic resources). (C) 2017 Elsevier Inc. All rights reserved.",NA,"[Chiou, Wen-Bin] Natl Sun Yat Sen Univ, Inst Educ, 70 Lien Hai Rd, Kaohsiung 80424, Taiwan; [Wu, Wen-Hsiung] Kaohsiung Med Univ, Dept Healthcare Adm & Med Informat, Kaohsiung 80708, Taiwan; [Cheng, Wen] Natl Sun Yat Sen Univ, Ctr Teacher Educ, Kaohsiung 80424, Taiwan; [Chiou, Wen-Bin] Natl Sun Yat Sen Univ, Inst Educ, 70 Lien Hai Rd, Kaohsiung 80424, Taiwan",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,"Psychology, Biological; Behavioral Sciences; Social Sciences, Biomedical",WOS:000408291600006,NA,hagger,2017
J,"Tackett, Jennifer L.; Lilienfeld, Scott O.; Patrick, Christopher J.; Johnson, Sheri L.; Krueger, Robert F.; Miller, Joshua D.; Oltmanns, Thomas F.; Shrout, Patrick E.",NA,NA,NA,NA,NA,NA,NA,It's Time to Broaden the Replicability Conversation: Thoughts for and From Clinical Psychological Science,NA,NA,NA,NA,NA,NA,NA,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,NA,NA,NA,12,5,NA,NA,742,756,NA,10.1177/1745691617690042,NA,NA,Sep-17,2017,"Psychology is in the early stages of examining a crisis of replicability stemming from several high-profile failures to replicate studies in experimental psychology. This important conversation has largely been focused on social psychology, with some active participation from cognitive psychology. Nevertheless, several other major domains of psychological scienceincluding clinical sciencehave remained insulated from this discussion. The goals of this article are to (a) examine why clinical psychology and allied fields, such as counseling and school psychology, have not been central participants in the replicability conversation; (b) review concerns and recommendations that are less (or more) applicable to or appropriate for research in clinical psychology and allied fields; and (c) generate take-home messages for scholars and consumers of the literature in clinical psychology and allied fields, as well as reviewers, editors, and colleagues from other areas of psychological science.",NA,"[Tackett, Jennifer L.] Northwestern Univ, Evanston, IL 60208 USA; [Lilienfeld, Scott O.] Emory Univ, Atlanta, GA 30322 USA; [Patrick, Christopher J.] Florida State Univ, Tallahassee, FL 32306 USA; [Johnson, Sheri L.] Univ Calif Berkeley, Berkeley, CA 94720 USA; [Krueger, Robert F.] Univ Minnesota, Minneapolis, MN 55455 USA; [Miller, Joshua D.] Univ Georgia, Athens, GA 30602 USA; [Oltmanns, Thomas F.] Washington Univ, St Louis, MO USA; [Shrout, Patrick E.] NYU, New York, NY 10003 USA; [Tackett, Jennifer L.] Northwestern Univ, Dept Psychol, Evanston, IL 60208 USA",NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000412331500005,NA,hagger,2017
J,"Silva, Karol; Patrianakos, Jamie; Chein, Jason; Steinberg, Laurence",NA,NA,NA,NA,NA,NA,NA,Joint Effects of Peer Presence and Fatigue on Risk and Reward Processing in Late Adolescence,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF YOUTH AND ADOLESCENCE,NA,NA,NA,46,9,NA,NA,1878,1890,NA,10.1007/s10964-017-0690-8,NA,NA,Sep-17,2017,"Peers are thought to increase adolescents' risk-taking behavior, at least in part, by heightening their sensitivity to rewards. In this study, we investigate whether the effect of peers on late adolescent males is exacerbated when youth are cognitively fatigued, a state characterized by weakened cognitive control and heightened orientation toward rewards, and well established as a factor that compromises decision making. We hypothesized that fatigued adolescents' top-down regulation of reward-related impulses may be compromised, thereby potentially amplifying the effect of peers on reward- and risk-seeking behavior. Late adolescent males between 18 and 22 years old (mean age = 19.64, SD = 1.22; 61% Caucasian) completed a decision-making battery either alone or in the presence of 3 same-sex peers, and were either cognitively fatigued or non-fatigued. We compared behavior between four experimental groups-fatigued adolescents in a peer group, non-fatigued adolescents in a peer group, fatigued adolescents by themselves, and non-fatigued adolescents by themselves. The findings showed that cognitive fatigue and peer presence evinced independent effects on risk taking and sensitivity to rewards, but that these factors do not influence adolescent decision-making in an additive or synergistic fashion. To our surprise, being fatigued reduces (but does not eliminate) the effect of peers of risk taking. Moreover, the impact of peers on adolescent males' ability to learn from negative consequences is not compromised when adolescents are in a state of mental fatigue. Our results suggest that mental fatigue increases late adolescent males' reward sensitivity to the same extent as peer presence, but does not amplify the peer effect on risk-taking behavior. In this regard, grouping adolescents when they are fatigued may be less dangerous than when they are rested. Similarly, the added presence of peers does not further exacerbate the effect of fatigue on adolescent's reward- and risk-seeking inclinations. In fact, given peers' unique effect on adolescents' ability to learn from costly decisions, our findings suggest that seeking the presence of peers-which is often a rewarding experience in and of itself-may be an adaptive response to mitigate the impact of fatigue on decision making.",NA,"[Silva, Karol; Chein, Jason; Steinberg, Laurence] Temple Univ, Philadelphia, PA 19122 USA; [Patrianakos, Jamie] Loyola Univ Chicago, Chicago, IL USA; [Steinberg, Laurence] Temple Univ, Philadelphia, PA 19122 USA",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Psychology, Developmental",WOS:000407995500002,NA,hagger,2017
J,"Goldberg, Simon B.; Flook, Lisa; Hirshberg, Matthew J.; Findley, David; Kesebir, Pelin; Schaefer, Stacey M.; Davidson, Richard J.",NA,NA,NA,NA,NA,NA,NA,Getting a Grip on the Handgrip Task: Handgrip Duration Correlates with Neuroticism But Not Conscientiousness,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,8,NA,NA,NA,NA,NA,1367,10.3389/fpsyg.2017.01367,NA,NA,AUG 11 2017,2017,"Questions regarding the replicability of key findings in the self-regulation literature (e.g., ego-depletion effect) have led some to call for a more thorough evaluation of commonly used measures of self-control. The isometric handgrip task is one such measure. The current study examined correlates of handgrip persistence using data drawn from a larger randomized controlled trial. Handgrip persistence was measured both at baseline and following a physical stressor (cold pressor test). Correlations were examined between handgrip performance and personality traits theoretically closely linked with self-regulation: conscientiousness and neuroticism. Baseline handgrip performance was correlated with several measures drawn from the nomological network of self-regulation including measures of trait neuroticism, mindfulness, anxiety sensitivity, perceived stress, and positive affect, although not with trait conscientiousness. Baseline handgrip predicted aversiveness experienced during the physical stressor, while changes in handgrip performance tracked changes in implicit and explicit negative affect (i.e., affective reactivity). These associations were largely maintained when controlling for variables highly correlated with overall grip strength (i.e., gender, height, and weight), although correlations separated by gender suggest associations were primarily driven by female participants. Results support future research using the handgrip task.",NA,"[Goldberg, Simon B.; Flook, Lisa; Hirshberg, Matthew J.; Findley, David; Kesebir, Pelin; Schaefer, Stacey M.; Davidson, Richard J.] Univ Wisconsin, Ctr Hlth Minds, Madison, WI 53706 USA; [Goldberg, Simon B.] Univ Wisconsin, Dept Counseling Psychol, Madison, WI 53706 USA; [Hirshberg, Matthew J.] Univ Wisconsin, Dept Educ Psychol, Madison, WI 53706 USA; [Davidson, Richard J.] Univ Wisconsin, Waisman Lab Brain Imaging & Behav, Madison, WI USA; [Davidson, Richard J.] Univ Wisconsin, Dept Psychol, 1202 W Johnson St, Madison, WI 53706 USA; [Goldberg, Simon B.] Univ Wisconsin, Ctr Hlth Minds, Madison, WI 53706 USA; [Goldberg, Simon B.] Univ Wisconsin, Dept Counseling Psychol, Madison, WI 53706 USA",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000407545600001,NA,hagger,2017
J,"Milyavskaya, Marina; Inzlicht, Michael",NA,NA,NA,NA,NA,NA,NA,What's So Great About Self-Control? Examining the Importance of Effortful Self-Control and Temptation in Predicting Real-Life Depletion and Goal Attainment,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,NA,NA,NA,8,6,NA,NA,603,611,NA,10.1177/1948550616679237,NA,NA,Aug-17,2017,"Self-control is typically viewed as a key ingredient responsible for effective self-regulation and personal goal attainment. This study used experience sampling, daily diary, and prospective data collection to investigate the immediate and semester-long consequences of effortful self-control and temptations on depletion and goal attainment. Results showed that goal attainment was influenced by experiences of temptations rather than by actively resisting or controlling those temptations. This study also found that simply experiencing temptations led people to feel depleted. Depletion in turn mediated the link between temptations and goal attainment, such that people who experienced increased temptations felt more depleted and thus less likely to achieve their goals. Critically, results of Bayesian analyses strongly indicate that effortful self-control was consistently unrelated to goal attainment throughout all analyses.",NA,"[Milyavskaya, Marina] Carleton Univ, Dept Psychol, Loeb B550,1125 Colonel Dr, Ottawa, ON K1S 5B6, Canada; [Inzlicht, Michael] Univ Toronto, Dept Psychol, Toronto, ON, Canada; [Milyavskaya, Marina] Carleton Univ, Dept Psychol, Loeb B550,1125 Colonel Dr, Ottawa, ON K1S 5B6, Canada",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,"Psychology, Social",WOS:000412488700001,NA,hagger,2017
J,"Englert, Chris",NA,NA,NA,NA,NA,NA,NA,Ego depletion in sports: highlighting the importance of self-control strength for high-level sport performance,NA,NA,NA,NA,NA,NA,NA,CURRENT OPINION IN PSYCHOLOGY,NA,NA,NA,16,NA,NA,NA,1,5,NA,10.1016/j.copsyc.2017.02.028,NA,NA,Aug-17,2017,"Athletes are constantly confronted with self-control demands, but previous research has delivered sound empirical evidence that athletes are not always capable of dealing with these demands. According to the strength model of self-control, individuals have a limited amount of self-control strength, which can become temporarily depleted following self-control demands (e.g., attention regulation). When self-control strength is depleted, that is, in a state of ego depletion, athletes are less persistent during strenuous physical exercise, are less likely to follow their exercise regimens, and tend to perform worse under pressure. The aim of this review article is to highlight the importance of ego depletion in the field of sports and exercise and to discuss the recent research and controversies surrounding it.",NA,"[Englert, Chris] Univ Bern, Dept Educ Psychol, Inst Sci Educ, Bern, Switzerland; [Englert, Chris] Univ Bern, Dept Educ Psychol, Inst Sci Educ, Bern, Switzerland",NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000410679900002,NA,hagger,2017
J,"Dang, Junhua; Liu, Ying; Liu, Xiaoping; Mao, Lihua",NA,NA,NA,NA,NA,NA,NA,"The Ego Could Be Depleted, Providing Initial Exertion Is Depleting A Preregistered Experiment of the Ego Depletion Effect",NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,48,4,NA,NA,242,245,NA,10.1027/1864-9335/a000308,NA,NA,Aug-17,2017,"The ego depletion effect has been examined by over 300 independent studies during the past two decades. Despite its pervasive influence, recently this effect has been severely challenged and asserted to be a fake. Based on an up-to-date meta-analysis that examined the effectiveness of each frequently used depleting task, we preregistered the current experiment with the aim to examine whether there would be an ego depletion effect when the Stroop task is used as the depleting task. The results demonstrated a significant ego depletion effect. The current research highlights the importance of the depleting task's effectiveness. That is to say, the ""ego"" could be ""depleted,"" but only when initial exertion is ""depleting.""",NA,"[Dang, Junhua] Lund Univ, Dept Psychol, S-22350 Lund, Sweden; [Liu, Ying; Liu, Xiaoping; Mao, Lihua] Peking Univ, Sch Psychol & Cognit Sci, Beijing 100871, Peoples R China; [Liu, Ying; Liu, Xiaoping; Mao, Lihua] Peking Univ, Beijing Key Lab Behav & Mental Hlth, Beijing 100871, Peoples R China; [Dang, Junhua] Lund Univ, Dept Psychol, S-22350 Lund, Sweden; [Mao, Lihua] Peking Univ, Sch Psychol & Cognit Sci, Beijing 100871, Peoples R China; [Mao, Lihua] Peking Univ, Beijing Key Lab Behav & Mental Hlth, Beijing 100871, Peoples R China",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,"Psychology, Social",WOS:000409313400005,NA,hagger,2017
J,"Dang, Junhua; Bjorklund, Fredrik; Backstrom, Martin",NA,NA,NA,NA,NA,NA,NA,Self-control depletion impairs goal maintenance: A meta-analysis,NA,NA,NA,NA,NA,NA,NA,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,NA,NA,NA,58,4,NA,NA,284,293,NA,10.1111/sjop.12371,NA,NA,Aug-17,2017,"Initial exertion of self-control has been suggested to impair subsequent self-regulatory performance. The specific cognitive processes that underlie this ego depletion effect have rarely been examined. Drawing on the dual-process theory of executive control (Engle & Kane, ; Kane & Engle, ), the current meta-analysis revealed that initial self-control exertion impairs participants' capacities of maintaining the task goal but its effect on capacities of resolving response competition is in need of further investigation. Our results are more consistent with recent theoretical views that consider ego depletion as a switch cost and a result arising from reduced motivation to engage in further self-control.",NA,"[Dang, Junhua; Bjorklund, Fredrik; Backstrom, Martin] Lund Univ, Dept Psychol, Paradisgatan 5 P, S-22100 Lund, Sweden; [Dang, Junhua] Lund Univ, Dept Psychol, Paradisgatan 5 P, S-22100 Lund, Sweden",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000405733300003,NA,hagger,2017
J,"Van Cutsem, Jeroen; Marcora, Samuele; De Pauw, Kevin; Bailey, Stephen; Meeusen, Romain; Roelands, Bart",NA,NA,NA,NA,NA,NA,NA,The Effects of Mental Fatigue on Physical Performance: A Systematic Review,NA,NA,NA,NA,NA,NA,NA,SPORTS MEDICINE,NA,NA,NA,47,8,NA,NA,1569,1588,NA,10.1007/s40279-016-0672-0,NA,NA,Aug-17,2017,"Background Mental fatigue is a psychobiological state caused by prolonged periods of demanding cognitive activity. It has recently been suggested that mental fatigue can affect physical performance. Objective Our objective was to evaluate the literature on impairment of physical performance due to mental fatigue and to create an overview of the potential factors underlying this effect. Methods Two electronic databases, PubMed and Web of Science (until 28 April 2016), were searched for studies designed to test whether mental fatigue influenced performance of a physical task or influenced physiological and/or perceptual responses during the physical task. Studies using short (<30 min) self-regulatory depletion tasks were excluded from the review. Results A total of 11 articles were included, of which six were of strong and five of moderate quality. The general finding was a decline in endurance performance (decreased time to exhaustion and self-selected power output/velocity or increased completion time) associated with a higher than normal perceived exertion. Physiological variables traditionally associated with endurance performance (heart rate, blood lactate, oxygen uptake, cardiac output, maximal aerobic capacity) were unaffected by mental fatigue. Maximal strength, power, and anaerobic work were not affected by mental fatigue. Conclusion The duration and intensity of the physical task appear to be important factors in the decrease in physical performance due to mental fatigue. The most important factor responsible for the negative impact of mental fatigue on endurance performance is a higher perceived exertion.",NA,"[Van Cutsem, Jeroen; De Pauw, Kevin; Meeusen, Romain; Roelands, Bart] Vrije Univ Brussel, Human Physiol Res Grp, Pl Laan 2, B-1050 Brussels, Belgium; [Van Cutsem, Jeroen; Marcora, Samuele] Univ Kent Medway, Sch Sport & Exercise Sci, Endurance Res Grp, Chatham ME4 4AG, Kent, England; [Bailey, Stephen] Elon Univ, Dept Phys Therapy Educ, Elon, NC 27244 USA; [Meeusen, Romain] James Cook Univ, Sch Publ Hlth Trop Med & Rehabil Sci, Townsville, Qld, Australia; [Roelands, Bart] Fund Sci Res Flanders FWO, Brussels, Belgium; [Roelands, Bart] Vrije Univ Brussel, Human Physiol Res Grp, Pl Laan 2, B-1050 Brussels, Belgium",NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,Sport Sciences,WOS:000405292500010,NA,hagger,2017
